ProteinId.t1,Name,SC16a,CcL,CcD,PFAM annotation,GO annotation (terminal nodes only),KEGG annotation,SignalP/SmallSecretedProteins,Transcription factors,Transmembrane domains,MEROPS proteases,Manual annotations,Secondary metabolism,SC16a -> CcL: Up/Down,SC16a -> CcL: q value,"SC16a -> CcL: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",SC16a -> CcD: Up/Down,SC16a -> CcD: q value,"SC16a -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",CcL -> CcD: Up/Down,CcL -> CcD: q value,"CcL -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?"
Ophio5|112.t1,,77.501,66.0554,47.5562,PF00293.23|NUDIX;PF09296.6|NUDIX-like;PF09297.6|zf-NADH-PPase,GO:0046872|metal ion binding;GO:0016787|hydrolase activity,,,,,,,,Down,0.529814,No,Down,0.0294761,No,Down,0.179392,No
Ophio5|1120.t1,,21.1715,30.6638,32.3459,PF14226.1|DIOX_N;PF03171.15|2OG-FeII_Oxy;PF00400.27|WD40,"GO:0016706|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors;GO:0055114|oxidation-reduction process;GO:0005515|protein binding;GO:0016491|oxidoreductase activity",,,,,,,,Up,0.110288,No,Up,0.0582716,No,Up,0.846107,No
Ophio5|1121.t1,,116.743,234.152,153.793,,,,,,,,,,Up,0.00858494,Yes,Up,0.295108,No,Down,0.113768,No
Ophio5|1122.t1,,32.3786,19.4198,15.6222,PF12708.2|Pectate_lyase_3;PF12708.2|Pectate_lyase_3,,,SignalP: has predicted secretion signal,,,,,,Down,0.0227844,No,Down,0.00204693,Yes,Down,0.409691,No
Ophio5|1123.t1,,0.0722799,0.366363,0.0491479,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Up,1,No,Down,1,No,Down,1,No
Ophio5|1124.t1,,36.6146,55.3482,62.1081,PF00076.17|RRM_1;PF00076.17|RRM_1;PF00076.17|RRM_1;PF00076.17|RRM_1;PF00076.17|RRM_1;PF14259.1|RRM_6;PF14259.1|RRM_6;PF14259.1|RRM_6;PF14259.1|RRM_6;PF14259.1|RRM_6;PF13893.1|RRM_5;PF13893.1|RRM_5,GO:0003676|nucleic acid binding,,,,,,,,Up,0.0733002,No,Up,0.0172994,No,Up,0.675127,No
Ophio5|1125.t1,,28.0375,63.7171,40.6505,PF01285.13|TEA,"GO:0005634|nucleus;GO:0006355|regulation of transcription, DNA-templated;GO:0003700|sequence-specific DNA binding transcription factor activity",,,TEA/ATTS,,,,,Up,0.000285532,Yes,Up,0.104546,No,Down,0.0493509,No
Ophio5|1126.t1,,3.01223,368.687,206.836,,,,SignalP: has predicted secretion signal,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.0440976,No
Ophio5|1127.t1,,134.779,956.735,378.225,PF00160.16|Pro_isomerase,GO:0003755|peptidyl-prolyl cis-trans isomerase activity;GO:0006457|protein folding,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.0198816,Yes
Ophio5|1128.t1,,0.369352,0.241139,0.0521189,,,,,,2,,,,Down,1,No,Down,1,No,Down,1,No
Ophio5|1129.t1,,0.363178,0.537425,2.57664,,,,,,,,,,Up,1,No,Up,0.168635,No,Up,0.152039,No
Ophio5|113.t1,,22.4891,23.354,18.3323,,,,,,,,,,Up,0.895705,No,Down,0.38947,No,Down,0.316282,No
Ophio5|1130.t1,,991.74,1124.38,798.161,PF02991.11|Atg8;PF04110.8|APG12,GO:0005737|cytoplasm;GO:0000045|autophagic vacuole assembly,,,,,,,,Up,0.651712,No,Down,0.397749,No,Down,0.167267,No
Ophio5|1131.t1,,112.607,101.056,81.4453,PF08572.5|PRP3;PF06544.7|DUF1115,,,,,,,,,Down,0.700214,No,Down,0.171278,No,Down,0.400189,No
Ophio5|1132.t1,,128.511,139.433,187.924,,,,,,,,,,Up,0.783184,No,Up,0.122367,No,Up,0.233122,No
Ophio5|1133.t1,,0.2246,0.259455,0,,,,,,1,,,,Up,1,No,Down,1,No,Down,1,No
Ophio5|1134.t1,,7.4682,9.32439,8.1288,,,,SignalP: has predicted secretion signal,,,,,,Up,0.54395,No,Up,0.835285,No,Down,0.723094,No
Ophio5|1135.t1,,9.85993,15.047,24.6688,PF00293.23|NUDIX,GO:0016787|hydrolase activity,,,,,,,,Up,0.233428,No,Up,0.00533195,Yes,Up,0.128019,No
Ophio5|1136.t1,,0.743918,1.45614,1.05258,PF00141.18|peroxidase,GO:0004601|peroxidase activity;GO:0006979|response to oxidative stress;GO:0055114|oxidation-reduction process;GO:0020037|heme binding,,SignalP: has predicted secretion signal,,,,,,Up,0.245375,No,Up,1,No,Down,0.562368,No
Ophio5|1137.t1,,0.147443,0,0,,,,,,,,,,Down,1,No,Down,1,No,=,1,No
Ophio5|1138.t1,,0.219177,0,0,,,,,,,,,,Down,1,No,Down,1,No,=,1,No
Ophio5|1139.t1,,0.724545,0,0,,,,,,,,,,Down,1,No,Down,1,No,=,1,No
Ophio5|114.t1,,124.947,86.2403,51.856,PF08538.5|DUF1749;PF12697.2|Abhydrolase_6;PF12695.2|Abhydrolase_5,,,,,,,,,Down,0.128328,No,Down,0.000285532,Yes,Down,0.0316886,No
Ophio5|1140.t1,,1.46414,0.131707,0.0233748,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Down,0.0195036,No,Down,0.264439,No,Down,1,No
Ophio5|1141.t1,,1.14888,0.357422,0.0864098,,,,,,,,,,Down,1,No,Down,1,No,Down,1,No
Ophio5|1142.t1,,1.64917,0.21022,0.0270612,,,,,,,,,,Down,0.0373596,No,Down,0.255907,No,Down,1,No
Ophio5|1143.t1,,20.4335,42.5338,40.1702,PF01529.15|zf-DHHC,GO:0008270|zinc ion binding,,,"Zinc finger, DHHC-type",4,,,,Up,0.00375377,Yes,Up,0.00634181,No,Down,0.842061,No
Ophio5|1144.t1,,1.75265,8.08365,13.463,PF03835.10|Rad4;PF01841.14|Transglut_core,GO:0006289|nucleotide-excision repair;GO:0005634|nucleus;GO:0003684|damaged DNA binding,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.0672382,No
Ophio5|1145.t1,,0.140318,7.44115,21.1312,,,,,,,,,,Up,0.187836,No,Up,0.187836,No,Up,0.00164691,Yes
Ophio5|1146.t1,,0.516071,561.495,915.671,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Up,0.126654,No,Up,0.126654,No,Up,0.0720664,No
Ophio5|1147.t1,,25.8148,21.5875,27.9145,PF13091.1|PLDc_2,,,,,,,,,Down,0.520876,No,Up,0.793361,No,Up,0.33843,No
Ophio5|1148.t1,,46.6606,54.6944,52.458,PF00928.16|Adap_comp_sub;PF01217.15|Clat_adaptor_s,GO:0030131|clathrin adaptor complex;GO:0005515|protein binding;GO:0006886|intracellular protein transport;GO:0016192|vesicle-mediated transport,,,,,,,,Up,0.534729,No,Up,0.648985,No,Down,0.884452,No
Ophio5|1149.t1,,22.3514,1.09413,0.0922674,,,,,,,,,,Down,0.00164691,Yes,Down,0.255907,No,Down,1,No
Ophio5|115.t1,,77.4943,97.5921,84.9777,PF00664.18|ABC_membrane;PF00664.18|ABC_membrane;PF00005.22|ABC_tran;PF00005.22|ABC_tran,"GO:0016887|ATPase activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0005524|ATP binding;GO:0042626|ATPase activity, coupled to transmembrane movement of substances;GO:0006810|transport",,,,11,,,,Up,0.422221,No,Up,0.768083,No,Down,0.641655,No
Ophio5|1150.t1,,96.5142,113.531,126.458,PF13489.1|Methyltransf_23;PF13847.1|Methyltransf_31;PF08241.7|Methyltransf_11;PF08242.7|Methyltransf_12;PF12847.2|Methyltransf_18;PF13659.1|Methyltransf_26;PF13649.1|Methyltransf_25;PF08003.6|Methyltransf_9;PF06325.8|PrmA;PF01209.13|Ubie_methyltran;PF05175.9|MTS;PF02353.15|CMAS,GO:0008276|protein methyltransferase activity;GO:0008610|lipid biosynthetic process;GO:0008152|metabolic process;GO:0006479|protein methylation;GO:0005737|cytoplasm;GO:0008168|methyltransferase activity,,,,,,,,Up,0.523199,No,Up,0.251596,No,Up,0.682907,No
Ophio5|1151.t1,,8.90571,8.40667,5.22586,PF04734.8|Ceramidase_alk,,,,,1,,,,Down,0.883367,No,Down,0.0919808,No,Down,0.160876,No
Ophio5|1152.t1,,72.8637,71.1691,58.7513,PF01803.11|LIM_bind,,,,,,,,,Down,0.937945,No,Down,0.381498,No,Down,0.442267,No
Ophio5|1153.t1,,40.0592,3.46874,2.16494,,,,,,2,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.45631,No
Ophio5|1154.t1,,167.012,121.919,115.173,PF01591.13|6PF2K;PF00300.17|His_Phos_1;PF13671.1|AAA_33,GO:0006000|fructose metabolic process;GO:0003873|6-phosphofructo-2-kinase activity;GO:0005524|ATP binding,,,,,,,,Down,0.208161,No,Down,0.120962,No,Down,0.843957,No
Ophio5|1155.t1,,53.0382,24.1199,17.0708,PF00026.18|Asp,GO:0006508|proteolysis;GO:0004190|aspartic-type endopeptidase activity,,SignalP: has predicted secretion signal,,,A01A,,,Down,0.000997454,Yes,Down,0.000285532,Yes,Down,0.216875,No
Ophio5|1156.t1,,41.3931,30.5314,29.059,,,,,,,,,,Down,0.314608,No,Down,0.219083,No,Down,0.892074,No
Ophio5|1157.t1,,70.2698,85.3997,62.1262,PF00013.24|KH_1;PF00013.24|KH_1;PF00013.24|KH_1;PF13014.1|KH_3;PF13014.1|KH_3;PF13014.1|KH_3,GO:0003723|RNA binding,,,,,,,,Up,0.422533,No,Down,0.642514,No,Down,0.17453,No
Ophio5|1158.t1,,25.6668,3.5597,3.00583,,,,,,,,,,Down,0.000997454,Yes,Down,0.000535012,Yes,Down,0.803404,No
Ophio5|1159.t1,,39.8412,39.9754,39.8688,PF11816.3|DUF3337;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40,GO:0005515|protein binding,,,,,,,,Up,0.991035,No,Up,0.998201,No,Down,0.992914,No
Ophio5|116.t1,,0,2.52765,1.59941,,,,,,,,,,Up,0.0272324,No,Up,1,No,Down,0.708598,No
Ophio5|1160.t1,,20.728,45.296,41.7819,PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF00153.22|Mito_carr,,,,,,,,,Up,0.00584804,Yes,Up,0.0125423,Yes,Down,0.795046,No
Ophio5|1161.t1,,230.405,126.722,69.7365,,,,,,,,,,Down,0.0278377,No,Down,0.000285532,Yes,Down,0.0427349,No
Ophio5|1162.t1,,404.188,483.784,298.462,PF14618.1|DUF4452,,,,,,,,,Up,0.495465,No,Down,0.198209,No,Down,0.040344,No
Ophio5|1163.t1,,9.51623,10.2281,7.53849,,,,,,,,,,Up,0.919188,No,Down,0.757463,No,Down,0.662445,No
Ophio5|1164.t1,,57.543,95.7823,88.3466,PF00134.18|Cyclin_N,,,,,,,,,Up,0.020535,No,Up,0.0613117,No,Down,0.764733,No
Ophio5|1165.t1,,63.3788,49.8124,68.6381,PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF13499.1|EF-hand_7;PF13499.1|EF-hand_7;PF00036.27|EF-hand_1;PF13405.1|EF-hand_6;PF13405.1|EF-hand_6;PF13202.1|EF-hand_5;PF13202.1|EF-hand_5;PF13202.1|EF-hand_5;PF13833.1|EF-hand_8;PF13833.1|EF-hand_8,GO:0005509|calcium ion binding,,,,,,,,Down,0.316395,No,Up,0.775674,No,Up,0.171,No
Ophio5|1166.t1,,36.6662,54.502,34.7507,,,,,,,,,,Up,0.0900462,No,Down,0.855349,No,Down,0.0491472,No
Ophio5|1167.t1,,15.7526,38.4343,25.42,PF01171.15|ATP_bind_3;PF01171.15|ATP_bind_3,,,,,,,,,Up,0.000285532,Yes,Up,0.0671431,No,Down,0.0788516,No
Ophio5|1168.t1,,10.1351,1.7052,1.2896,,,,,,,,,,Down,0.000535012,Yes,Down,0.000285532,Yes,Down,0.620413,No
Ophio5|1169.t1,,174.484,171.054,172.906,PF04893.12|Yip1,GO:0016020|membrane,,,,5,,,,Down,0.945703,No,Down,0.975864,No,Up,0.971526,No
Ophio5|117.t1,,108.138,103.535,118.05,PF04882.7|Peroxin-3,GO:0007031|peroxisome organization;GO:0005779|integral component of peroxisomal membrane,,,,2,,,,Down,0.884274,No,Up,0.753702,No,Up,0.617475,No
Ophio5|1170.t1,,32.4351,42.8966,28.307,,,,,,,,,,Up,0.523792,No,Down,0.78012,No,Down,0.329976,No
Ophio5|1171.t1,,171.19,90.3039,62.2317,PF03416.14|Peptidase_C54,,,,,,C54,,,Down,0.00338933,No,Down,0.000285532,Yes,Down,0.0947383,No
Ophio5|1172.t1,,289.873,1630.5,389.374,PF10224.4|DUF2205,,,,,,,,,Up,0.000285532,Yes,Up,0.224216,No,Down,0.000285532,Yes
Ophio5|1173.t1,,133.092,303.446,195.631,PF05686.7|Glyco_transf_90,,,,,1,,,,Up,0.00164691,Yes,Up,0.134234,No,Down,0.105603,No
Ophio5|1174.t1,,0.888211,69.5867,16.2529,,,,,,,,,,Up,0.00204693,Yes,Up,0.00223648,Yes,Down,0.000285532,Yes
Ophio5|1175.t1,,200.93,1135.99,242.419,PF01428.11|zf-AN1,GO:0008270|zinc ion binding,,,,,,,,Up,0.000285532,Yes,Up,0.578646,No,Down,0.000285532,Yes
Ophio5|1176.t1,,29.8204,165.907,54.4993,PF00730.20|HhH-GPD;PF00633.18|HHH,GO:0003677|DNA binding;GO:0006284|base-excision repair,,,,,,,,Up,0.000285532,Yes,Up,0.0151196,No,Down,0.000285532,Yes
Ophio5|1177.t1,,23.7496,248.889,39.1697,PF00067.17|p450,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",,SignalP: has predicted secretion signal,,2,,,,Up,0.000285532,Yes,Up,0.0328031,No,Down,0.000285532,Yes
Ophio5|1178.t1,,352.9,222.932,235.015,PF08240.7|ADH_N;PF00107.21|ADH_zinc_N,GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process,,,,,,,,Down,0.0706267,No,Down,0.116662,No,Up,0.865019,No
Ophio5|1179.t1,,16.0384,21.0791,20.7615,,,,,,,,,,Up,0.665426,No,Up,0.684572,No,Down,0.972285,No
Ophio5|118.t1,,31.3296,34.6573,52.8005,PF04099.7|Sybindin,GO:0006888|ER to Golgi vesicle-mediated transport;GO:0005801|cis-Golgi network,,,,,,,,Up,0.802467,No,Up,0.105512,No,Up,0.202498,No
Ophio5|1180.t1,,30.3128,33.6771,43.5277,PF07575.8|Nucleopor_Nup85,,,,,,,,,Up,0.695289,No,Up,0.122367,No,Up,0.286304,No
Ophio5|1181.t1,,56.2377,182.43,200.273,PF00330.15|Aconitase;PF00694.14|Aconitase_C,GO:0008152|metabolic process,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.781646,No
Ophio5|1182.t1,,65.7872,25.5506,44.2958,,,,,,,,,,Down,0.000285532,Yes,Down,0.0788516,No,Up,0.0241942,No
Ophio5|1183.t1,,68.4576,57.7362,60.1058,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Down,0.502233,No,Down,0.617475,No,Up,0.891669,No
Ophio5|1184.t1,,7.12666,4.66386,2.91882,PF00350.18|Dynamin_N;PF01031.15|Dynamin_M;PF02212.13|GED,GO:0005525|GTP binding;GO:0003924|GTPase activity,,,,,,,,Down,0.18749,No,Down,0.00794416,Yes,Down,0.182873,No
Ophio5|1185.t1,,49.1578,126.609,87.4373,PF09495.5|DUF2462,,,,,,,,,Up,0.00204693,Yes,Up,0.063495,No,Down,0.22697,No
Ophio5|1186.t1,,156.996,1635.06,514.994,PF00173.23|Cyt-b5,GO:0020037|heme binding,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|1187.t1,,54.113,85.8044,37.3821,PF01435.13|Peptidase_M48,GO:0006508|proteolysis;GO:0004222|metalloendopeptidase activity;GO:0016020|membrane,,,,2,M48X,,,Up,0.0587764,No,Down,0.135366,No,Down,0.000285532,Yes
Ophio5|1188.t1,,65.3774,16.3198,8.63379,,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.104464,No
Ophio5|1189.t1,,198.762,162.167,132.339,PF10270.4|MMgT,,,SignalP: has predicted secretion signal,,2,,,,Down,0.425853,No,Down,0.0940359,No,Down,0.442285,No
Ophio5|119.t1,,55.7005,26.1346,41.6224,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr;PF14531.1|Kinase-like,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Down,0.000285532,Yes,Down,0.210367,No,Up,0.0352867,No
Ophio5|1190.t1,,15.0946,0.0427749,0.281928,PF00295.12|Glyco_hydro_28,GO:0005975|carbohydrate metabolic process;GO:0004650|polygalacturonase activity,,SignalP: has predicted secretion signal,,,,,,Down,0.274982,No,Down,0.00516177,Yes,Up,1,No
Ophio5|1191.t1,,175.723,124.221,90.9584,PF05368.8|NmrA;PF13460.1|NAD_binding_10;PF01370.16|Epimerase;PF01073.14|3Beta_HSD;PF00106.20|adh_short,"GO:0003854|3-beta-hydroxy-delta5-steroid dehydrogenase activity;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0044237|cellular metabolic process;GO:0008152|metabolic process;GO:0050662|coenzyme binding;GO:0006694|steroid biosynthetic process;GO:0003824|catalytic activity;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,,,,,,Down,0.141219,No,Down,0.00164691,No,Down,0.172501,No
Ophio5|1192.t1,,33.8233,8.54186,9.86351,PF07690.11|MFS_1;PF00083.19|Sugar_tr,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0022857|transmembrane transporter activity,,,,3,,,,Down,0.00262723,Yes,Down,0.000770107,Yes,Up,0.791369,No
Ophio5|1193.t1,,25.2577,12.7781,6.53904,,,,,,,,,,Down,0.137032,No,Down,0.00618144,Yes,Down,0.213931,No
Ophio5|1194.t1,,0.715442,6.10351,0,,,,,,,,,,Up,0.219968,No,Down,1,No,Down,0.0186936,Yes
Ophio5|1195.t1,,165.727,247.082,160.092,PF06244.7|DUF1014,,,,,,,,,Up,0.0738736,No,Down,0.906611,No,Down,0.053993,No
Ophio5|1196.t1,,47.0816,46.3125,42.1411,PF00179.21|UQ_con,GO:0016881|acid-amino acid ligase activity,,,,,,,,Down,0.958634,No,Down,0.710904,No,Down,0.764492,No
Ophio5|1197.t1,,73.7325,85.0374,91.9201,PF00027.24|cNMP_binding;PF00027.24|cNMP_binding;PF01734.17|Patatin,GO:0006629|lipid metabolic process,,,,2,,,,Up,0.637182,No,Up,0.42974,No,Up,0.819967,No
Ophio5|1198.t1,,102.259,90.8822,100.321,PF03029.12|ATP_bind_1,GO:0000166|nucleotide binding,,,,,,,,Down,0.651086,No,Down,0.946256,No,Up,0.715396,No
Ophio5|1199.t1,,21.0061,22.7191,20.233,PF01900.14|RNase_P_Rpp14,GO:0008033|tRNA processing;GO:0004540|ribonuclease activity,,,,,,,,Up,0.85395,No,Down,0.935833,No,Down,0.780485,No
Ophio5|12.t1,,5.01776,20.7375,13.7489,,,,SignalP: has predicted secretion signal,,,,,,Up,0.000285532,Yes,Up,0.00121735,Yes,Down,0.138878,No
Ophio5|120.t1,,49.8815,44.7767,40.4298,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Down,0.680454,No,Down,0.383834,No,Down,0.706014,No
Ophio5|1200.t1,,67.5129,69.4567,57.1594,PF00994.19|MoCF_biosynth;PF00994.19|MoCF_biosynth;PF03453.12|MoeA_N;PF03454.10|MoeA_C,GO:0006777|Mo-molybdopterin cofactor biosynthetic process;GO:0032324|molybdopterin cofactor biosynthetic process,,,,,,,,Up,0.921265,No,Down,0.503284,No,Down,0.43384,No
Ophio5|1201.t1,,154.8,154.692,151.197,PF00137.16|ATP-synt_C;PF00137.16|ATP-synt_C,"GO:0015078|hydrogen ion transmembrane transporter activity;GO:0033177|proton-transporting two-sector ATPase complex, proton-transporting domain;GO:0015991|ATP hydrolysis coupled proton transport",,,,5,,,,Down,0.998068,No,Down,0.933686,No,Down,0.934855,No
Ophio5|1202.t1,,268.09,425.329,294.316,PF02751.9|TFIIA_gamma_C;PF02268.11|TFIIA_gamma_N,GO:0005672|transcription factor TFIIA complex;GO:0006367|transcription initiation from RNA polymerase II promoter,,,,,,,,Up,0.0445365,No,Up,0.729417,No,Down,0.113005,No
Ophio5|1203.t1,,299.275,169.572,99.0209,,,,,,3,,,,Down,0.011505,No,Down,0.000285532,Yes,Down,0.0152667,No
Ophio5|1204.t1,,140.999,120.472,81.1145,PF00654.15|Voltage_CLC;PF00571.23|CBS;PF00571.23|CBS,GO:0006821|chloride transport;GO:0055085|transmembrane transport;GO:0016020|membrane;GO:0030554|adenyl nucleotide binding;GO:0005247|voltage-gated chloride channel activity,,,,11,,,,Down,0.580714,No,Down,0.0188206,No,Down,0.104921,No
Ophio5|1205.t1,,26.0322,89.1079,71.4667,PF00808.18|CBFD_NFYB_HMF,GO:0043565|sequence-specific DNA binding;GO:0005622|intracellular,,,Heteromeric CCAAT factors,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.376279,No
Ophio5|1206.t1,,50.4567,113.051,137.988,PF14580.1|LRR_9;PF13855.1|LRR_8,GO:0005515|protein binding,,,,,,,,Up,0.000535012,Yes,Up,0.000285532,Yes,Up,0.421845,No
Ophio5|1207.t1,,17.9704,18.0129,16.6115,PF00069.20|Pkinase;PF00400.27|WD40;PF07714.12|Pkinase_Tyr,GO:0005515|protein binding;GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Up,0.994204,No,Down,0.77058,No,Down,0.766873,No
Ophio5|1208.t1,,99.4145,135.238,111.99,,,,,,,,,,Up,0.194151,No,Up,0.648748,No,Down,0.446315,No
Ophio5|1209.t1,,36.1335,13.9102,8.67276,PF12766.2|Pyridox_oxase_2,GO:0010181|FMN binding,,,,,,,,Down,0.00262723,Yes,Down,0.000285532,Yes,Down,0.19163,No
Ophio5|121.t1,,3.74268,21.1319,60.1584,PF08881.5|CVNH,,,,,,,,,Up,0.000535012,Yes,Up,0.000285532,Yes,Up,0.00281521,Yes
Ophio5|1210.t1,,115.204,54.8257,46.2241,PF05603.7|DUF775,,,,,,,,,Down,0.00281521,Yes,Down,0.000285532,Yes,Down,0.600866,No
Ophio5|1211.t1,,167.36,326.352,185.544,,,,,,,,,,Up,0.00533195,No,Up,0.747166,No,Down,0.0196205,No
Ophio5|1212.t1,,163.269,70.0182,63.607,PF00984.14|UDPG_MGDP_dh;PF03720.10|UDPG_MGDP_dh_C;PF03721.9|UDPG_MGDP_dh_N,"GO:0051287|NAD binding;GO:0055114|oxidation-reduction process;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,,,,,,Down,0.000535012,Yes,Down,0.000285532,Yes,Down,0.733613,No
Ophio5|1213.t1,,122.192,129.162,86.7791,PF09729.4|Gti1_Pac2,,,,,,,,,Up,0.850394,No,Down,0.13862,No,Down,0.0985491,No
Ophio5|1214.t1,,45.9709,147.879,101.099,PF01494.14|FAD_binding_3,,,,,,,,,Up,0.000285532,Yes,Up,0.000997454,Yes,Down,0.120962,No
Ophio5|1215.t1,,37.3105,56.9839,49.9586,PF13299.1|CPSF100_C;PF10996.3|Beta-Casp;PF07521.7|RMMBL,,,,,,,,,Up,0.0707903,No,Up,0.222499,No,Down,0.625057,No
Ophio5|1216.t1,,142.635,168.996,150.411,PF09801.4|SYS1,,,,,4,,,,Up,0.498697,No,Up,0.849191,No,Down,0.654954,No
Ophio5|1217.t1,,51.1146,83.3058,121.4,PF02297.12|COX6B,GO:0005739|mitochondrion;GO:0004129|cytochrome-c oxidase activity,,,,,,,,Up,0.0663519,No,Up,0.00121735,Yes,Up,0.124928,No
Ophio5|1218.t1,,85.3142,73.912,56.2912,PF01504.13|PIP5K,GO:0016307|phosphatidylinositol phosphate kinase activity;GO:0046488|phosphatidylinositol metabolic process,,,,,,,,Down,0.609851,No,Down,0.0794194,No,Down,0.272389,No
Ophio5|1219.t1,,55.5238,34.3913,41.3693,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr;PF14531.1|Kinase-like,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Down,0.0457436,No,Down,0.226602,No,Up,0.495309,No
Ophio5|122.t1,,14.4124,50.0194,42.9488,PF14604.1|SH3_9;PF00018.23|SH3_1;PF07653.12|SH3_2,GO:0005515|protein binding,,,,1,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.610355,No
Ophio5|1220.t1,,119.332,78.5206,32.1523,PF01569.16|PAP2,GO:0016020|membrane;GO:0003824|catalytic activity,,,,8,,,,Down,0.0797498,No,Down,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|1221.t1,,56.001,80.2178,64.7295,PF08208.6|RNA_polI_A34,,,,,,,,,Up,0.141641,No,Up,0.578147,No,Down,0.410975,No
Ophio5|1222.t1,,11.8955,13.4477,15.7799,,,,,,,,,,Up,0.698531,No,Up,0.314549,No,Up,0.585513,No
Ophio5|1223.t1,,62.1219,29.1074,26.1508,PF04082.13|Fungal_trans,"GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",,,Zn2Cys6,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.702799,No
Ophio5|1224.t1,,5.75365,20.5093,23.7178,PF04082.13|Fungal_trans,"GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",,,Zn2Cys6,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.610951,No
Ophio5|1225.t1,,2.1128,1.19802,0.732664,,,,,,,,,,Down,0.346776,No,Down,0.13862,No,Down,1,No
Ophio5|1226.t1,,22.5124,18.1962,16.2317,PF00324.16|AA_permease;PF13520.1|AA_permease_2,GO:0003333|amino acid transmembrane transport;GO:0006810|transport;GO:0016020|membrane;GO:0055085|transmembrane transport;GO:0015171|amino acid transmembrane transporter activity,,,,11,,,,Down,0.455212,No,Down,0.219625,No,Down,0.72578,No
Ophio5|1227.t1,,119.263,776.221,120.331,PF02729.16|OTCace_N;PF00185.19|OTCace,GO:0006520|cellular amino acid metabolic process;GO:0016597|amino acid binding;GO:0016743|carboxyl- or carbamoyltransferase activity,,,,,,,,Up,0.000285532,Yes,Up,0.977571,No,Down,0.000285532,Yes
Ophio5|1228.t1,,34.1849,199.761,67.2886,,,,,,,,,,Up,0.000285532,Yes,Up,0.0503027,No,Down,0.000535012,Yes
Ophio5|1229.t1,,5.42336,3.15461,0,,,,,,,,,,Down,0.662246,No,Down,0.0113588,Yes,Down,1,No
