module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_ocflo_okim,rhy_ocflo_beau_cluster3,rhy_ocflo_beau_cluster4,inf_v_control,abs_log2FC,control_rhy24,inf_rhy24,signalP,SSP,TMHMM,arb2_gene,GOs,pfams,sc16a_homolog,BH_pval,control_pval,inf_pval
OC1,259.98,MFS_1; Sugar_tr,GQ602_000664,major facilitator superfamily transporter,no,no,no,NA,0.676071391,NA,NA,NA,NA,12;,Ophcf2|00664,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF00083|Sugar_tr;,Ophio5|741,0.139858519,NA,NA
OC1,243.66,MFS_1; Sugar_tr,GQ602_005513,membrane transporter,yes,no,no,NA,0.388219268,yes,NA,NA,NA,10;,Ophcf2|05513,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF00083|Sugar_tr;,Ophio5|7748,0.057887172,0.03420442,NA
OC1,211.87,MFS_1; Sugar_tr,GQ602_004332,General substrate transporter,no,yes,no,NA,0.15048021,yes,NA,NA,NA,12;,Ophcf2|04332,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF00083|Sugar_tr;,Ophio5|1608,0.119232909,0.00842621,NA
OC1,208.99,MFS_1; Sugar_tr,GQ602_005344,galactose-proton symporter,yes,no,no,NA,0.203851704,yes,NA,NA,NA,12;,Ophcf2|05344,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr; PF07690|MFS_1;,Ophio5|7740,0.380186086,0.03420442,NA
OC1,178.16,MFS_1; Sugar_tr,GQ602_007013,related to tetracycline resistance protein (probable transport protein),no,no,no,down,1.537117981,NA,NA,NA,NA,11;,Ophcf2|07013,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF00083|Sugar_tr;,Ophio5|6688,4.05E-10,NA,NA
OC1,173.17,MFS_1; Sugar_tr,GQ602_000632,sugar transporter STL1,no,no,no,up,1.512949039,NA,NA,NA,NA,9;,Ophcf2|00632,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr; PF07690|MFS_1;,Ophio5|4217,1.64E-09,NA,NA
OC1,144.66,MFS_1; Sugar_tr,GQ602_000920,related to multidrug resistance protein fnx1,no,no,no,NA,0.40911125,NA,NA,NA,NA,14;,Ophcf2|00920,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr; PF07690|MFS_1;,Ophio5|7266,0.004796619,NA,NA
OC1,142.37,MFS_1; Sugar_tr,GQ602_003201,MFS multidrug transporter,no,no,no,NA,0.605372612,NA,NA,NA,NA,10;,Ophcf2|03201,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr; PF07690|MFS_1;,Ophio5|7533,1.91E-05,NA,NA
OC1,139.59,MFS_1; Sugar_tr,GQ602_001338,related to hexose transporter protein,no,no,no,up,1.340121378,NA,NA,NA,NA,8;,Ophcf2|01338,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr; PF07690|MFS_1;,Ophio5|7581,1.89E-09,NA,NA
OC1,131.31,MFS_1; Sugar_tr,GQ602_000016,hexose transporter-like protein,no,yes,no,NA,0.358844345,yes,NA,NA,NA,12;,Ophcf2|00016,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF00083|Sugar_tr;,Ophio5|4091,0.01111299,0.03420442,NA
OC1,73.57,MFS_1; Sugar_tr,GQ602_001832,maltose permease,no,no,no,NA,0.650932298,NA,NA,NA,NA,7;,Ophcf2|01832,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr; PF07690|MFS_1;,Ophio5|3660,1.08E-08,NA,NA
OC1,73.46,MFS_1; Sugar_tr,GQ602_006948,hexose transport-related protein,no,no,no,NA,0.081394166,NA,NA,NA,NA,12;,Ophcf2|06948,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF00083|Sugar_tr;,Ophio5|7581,0.58673661,NA,NA
OC1,297.45,MFS_1; TRI12,GQ602_005963,"Major facilitator superfamily domain, general substrate transporter",no,no,no,NA,0.536819904,yes,NA,NA,NA,14;,Ophcf2|05963,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF06609|TRI12;,Ophio5|148,0.01155717,0.03420442,NA
OC1,265.97,MFS_1; TRI12,GQ602_003096,siderophore iron transporter,no,no,no,up,2.283258597,yes,NA,NA,NA,14;,Ophcf2|03096,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF06609|TRI12;,Ophio5|5163,7.92E-13,0.005101588,NA
OC1,173,MFS_1; TRI12,GQ602_001253,MFS toxin efflux pump (AflT),no,no,no,NA,0.194796188,NA,NA,Has signal peptide;,NA,15;,Ophcf2|01253,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF06609|TRI12; PF07690|MFS_1;,Ophio5|8500,0.170055937,NA,NA
OC1,312.83,MFS_1; TRI12; Sugar_tr,GQ602_003342,major facilitator superfamily transporter,no,no,no,down,1.828867837,yes,NA,Has signal peptide;,NA,9;,Ophcf2|03342,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr; PF07690|MFS_1; PF06609|TRI12;,Ophio5|7235,6.23E-08,0.03420442,NA
OC1,267.86,MFS_1; TRI12; Sugar_tr,GQ602_004931,MFS drug transporter,no,yes,no,down,3.038351994,yes,NA,NA,NA,14;,Ophcf2|04931,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr; PF07690|MFS_1; PF06609|TRI12;,Ophio5|8303,1.49E-07,0.000593042,NA
OC1,235.26,MFS_1; TRI12; Sugar_tr,GQ602_001664,General substrate transporter,no,no,no,up,2.003844693,yes,NA,NA,NA,12;,Ophcf2|01664,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF06609|TRI12; PF00083|Sugar_tr; PF07690|MFS_1;,Ophio5|655,0.01091384,0.002997003,NA
OC1,78.99,MFS_1; TRI12; Sugar_tr,GQ602_003561,"Major facilitator superfamily domain, general substrate transporter",no,no,no,NA,0.112223447,NA,NA,NA,NA,14;,Ophcf2|03561,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0022857|transmembrane transporter activity; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0003674|molecular_function; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF06609|TRI12; PF07690|MFS_1; PF00083|Sugar_tr;,Ophio5|4522,0.189960076,NA,NA
OC1,135.03,Sugar_tr,GQ602_001052,Sugar/inositol transporter,no,no,no,NA,0.591389978,NA,NA,NA,NA,2;,Ophcf2|01052,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr;,Ophio5|6815,3.73E-05,NA,NA
OC1,133.25,Sugar_tr,GQ602_001051,Sugar/inositol transporter,no,no,no,NA,0.442745273,NA,NA,NA,NA,6;,Ophcf2|01051,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr;,Ophio5|6815,0.000207415,NA,NA
OC1,276.11,zf-C2H2,GQ602_000112,oocyte zinc finger protein XlCOF20,no,no,no,NA,0.010399995,yes,NA,NA,NA,NA,Ophcf2|00112,GO:0005488|binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding;,PF00096|zf-C2H2; PF12874|zf-met; PF13912|zf-C2H2_6; PF13894|zf-C2H2_4;,Ophio5|3831,0.911851766,0.03420442,NA
OC1,235.25,zf-C2H2,GQ602_000438,cutinase g-box binding protein,yes,no,no,NA,0.62597014,yes,NA,NA,NA,NA,Ophcf2|00438,GO:0005488|binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding;,PF13912|zf-C2H2_6; PF00096|zf-C2H2; PF12874|zf-met;,Ophio5|7171,6.18E-05,0.03420442,NA
OC1,225.73,zf-C2H2,GQ602_005482,Sex-determining transformer protein 1,no,no,no,NA,0.306131439,yes,NA,NA,NA,NA,Ophcf2|05482,GO:0005488|binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding;,PF00096|zf-C2H2;,Ophio5|7055,0.136889363,0.0136888,NA
OC1,211.74,zf-C2H2,GQ602_000623,"Zinc finger, C2H2-type/integrase, DNA-binding protein",no,no,no,up,1.138204237,NA,NA,NA,NA,NA,Ophcf2|00623,GO:0005488|binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding;,PF00096|zf-C2H2;,Ophio5|7051,1.41E-09,NA,NA
OC1,203.94,zf-C2H2,GQ602_001235,Zinc finger protein with KRAB and SCAN domains 3,no,no,no,NA,0.155945802,NA,NA,NA,NA,NA,Ophcf2|01235,GO:0051641|cellular localization; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0046907|intracellular transport; GO:0005488|binding; GO:0006886|intracellular protein transport; GO:0051649|establishment of localization in cell; GO:0045184|establishment of protein localization; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0042886|amide transport; GO:0051234|establishment of localization; GO:0006810|transport; GO:0033036|macromolecule localization; GO:0071705|nitrogen compound transport; GO:0051179|localization; GO:0015031|protein transport; GO:0008104|protein localization; GO:0071702|organic substance transport; GO:0008150|biological_process; GO:0015833|peptide transport;,PF00790|VHS; PF00096|zf-C2H2;,Ophio5|3866,0.02182507,NA,NA
