module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_brain_head_cluster1,for24_nur8,ocflo_UP,ocflo_DOWN,beau_UP,beau_DOWN,rhy24_control,rhy24_ocflo_inf,rhy24_beau_inf,signalP,TMHMM,GOs,pfams
C22,57.35,"WD domain, G-beta repeat",LOC105253417,periodic tryptophan protein 2 homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF04003|Dip2/Utp12 Family"
C22,53.89,"WD domain, G-beta repeat",LOC105259127,coatomer subunit alpha,no,no,no,no,no,no,no,no,no,0,0,GO:0005198|structural molecule activity; GO:0005515|protein binding; GO:0006886|intracellular protein transport; GO:0016192|vesicle-mediated transport; GO:0030126|COPI vesicle coat,"PF06957|Coatomer (COPI) alpha subunit C-terminus; PF04053|Coatomer WD associated region; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C22,51.86,"WD domain, G-beta repeat",LOC105252128,coronin-6,no,no,no,no,no,no,no,no,yes,0,0,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF08953|Domain of unknown function (DUF1899); PF16300|Type of WD40 repeat"
C22,49.18,"WD domain, G-beta repeat",LOC105252519,pre-mRNA-processing factor 19 isoform X1,no,no,no,no,no,no,no,no,no,1,0,"GO:0000398|mRNA splicing, via spliceosome; GO:0000974|Prp19 complex; GO:0005515|protein binding; GO:0006281|DNA repair; GO:0061630|ubiquitin protein ligase activity","PF08606|Prp19/Pso4-like; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C22,45.51,"WD domain, G-beta repeat",LOC105256506,beta-TrCP,no,no,no,no,no,no,no,no,no,0,0,GO:0046983|protein dimerization activity,"PF12125|D domain of beta-TrCP; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF12937|F-box-like"
C22,42.11,"WD domain, G-beta repeat",LOC105247822,actin-interacting protein 1 isoform X2,no,no,no,no,no,no,no,no,yes,0,0,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C22,41.15,"WD domain, G-beta repeat",LOC105251849,THO complex subunit 3,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding; GO:0006406|mRNA export from nucleus,"PF08662|Eukaryotic translation initiation factor eIF2A; PF00400|WD domain, G-beta repeat"
C22,40.49,"WD domain, G-beta repeat",LOC105256013,nucleoporin Nup37,no,no,no,no,no,no,no,no,yes,0,0,GO:0005515|protein binding; GO:0031080|nuclear pore outer ring,"PF00400|WD domain, G-beta repeat"
C22,37.52,"WD domain, G-beta repeat",LOC105248704,ribosome biogenesis protein WDR12 homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF08154|NLE (NUC135) domain"
C22,36.2,"WD domain, G-beta repeat",LOC105253438,DDB1- and CUL4-associated factor 10 homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C22,33.3,"WD domain, G-beta repeat",LOC105256460,WD repeat domain phosphoinositide-interacting protein 4,no,no,no,no,no,no,no,no,yes,0,0,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C22,32.68,"WD domain, G-beta repeat",LOC105259406,probable cytosolic iron-sulfur protein assembly protein Ciao1,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding; GO:0016226|iron-sulfur cluster assembly; GO:0097361|CIA complex,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C22,25.21,"WD domain, G-beta repeat",LOC105256301,protein lethal(2)denticleless isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C22,107.88,NA,LOC105254579,X-box-binding protein 1,no,no,yes,no,no,no,no,no,no,0,0,"GO:0003700|DNA-binding transcription factor activity; GO:0006355|regulation of transcription, DNA-templated",PF07716|Basic region leucine zipper
C22,107.37,NA,LOC105254795,large subunit GTPase 1 homolog isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0005525|GTP binding,PF01926|50S ribosome-binding GTPase
C22,106.34,NA,LOC105254165,27 kDa hemolymph protein-like,no,no,no,no,no,no,no,no,no,3,1,,PF07165|Protein of unknown function (DUF1397)
C22,106.25,NA,LOC105253503,ribosomal protein S6 kinase beta-1,no,no,yes,no,no,no,no,no,no,0,0,GO:0004674|protein serine/threonine kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,PF00433|Protein kinase C terminal domain; PF00069|Protein kinase domain
C22,105.97,NA,LOC105248262,apoptosis-inducing factor 3 isoform X3,no,no,no,no,no,no,no,no,no,0,1,"GO:0016491|oxidoreductase activity; GO:0051537|2 iron, 2 sulfur cluster binding; GO:0055114|oxidation-reduction process",PF00355|Rieske [2Fe-2S] domain; PF07992|Pyridine nucleotide-disulphide oxidoreductase
C22,104.63,NA,LOC105247935,uncharacterized protein LOC105247935,no,no,no,no,no,no,no,yes,no,0,0,,
C22,104.55,NA,LOC105250942,annexin B9,no,no,no,no,no,no,no,no,no,0,0,GO:0005509|calcium ion binding; GO:0005544|calcium-dependent phospholipid binding,PF00191|Annexin; PF00191|Annexin; PF00191|Annexin; PF00191|Annexin
C22,104.23,NA,LOC105249954,protein draper isoform X2,no,no,no,no,no,no,no,no,no,2,1,,PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF; PF00053|Laminin EGF domain; PF00053|Laminin EGF domain
C22,104.04,NA,LOC105249138,protein ecdysoneless,no,no,no,no,no,no,no,no,no,0,0,,PF07093|SGT1 protein
C22,103.9,NA,LOC105252447,"thioredoxin reductase 1, mitochondrial isoform X2",no,no,no,no,no,no,no,no,no,2,0,GO:0016491|oxidoreductase activity; GO:0045454|cell redox homeostasis; GO:0055114|oxidation-reduction process,"PF07992|Pyridine nucleotide-disulphide oxidoreductase; PF02852|Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"
C22,103.75,NA,LOC105254566,"pyruvate dehydrogenase (acetyl-transferring) kinase, mitochondrial",no,no,yes,no,no,no,no,no,no,0,0,GO:0004672|protein kinase activity,"PF10436|Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase; PF02518|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
C22,103.75,NA,LOC105254572,protein CDV3 homolog,no,no,no,no,no,no,no,no,no,0,0,,PF15359|Carnitine deficiency-associated protein 3
C22,103.74,NA,LOC105254956,uncharacterized protein LOC105254956,no,no,no,no,no,no,no,no,no,0,2,,
C22,103.21,NA,LOC105255240,E3 SUMO-protein ligase RanBP2,no,no,no,no,no,no,no,no,no,0,0,GO:0046907|intracellular transport,PF00638|RanBP1 domain; PF00638|RanBP1 domain; PF00638|RanBP1 domain; PF00638|RanBP1 domain; PF00641|Zn-finger in Ran binding protein and others; PF00641|Zn-finger in Ran binding protein and others
C22,102.66,NA,LOC105259238,extended synaptotagmin-2 isoform X1,no,no,no,no,no,no,no,no,yes,0,2,,PF17047|Synaptotagmin-like mitochondrial-lipid-binding domain; PF00168|C2 domain; PF00168|C2 domain; PF00168|C2 domain
C22,102.53,NA,LOC105251065,annexin B9 isoform X2,no,no,no,no,no,yes,no,no,no,0,0,GO:0005509|calcium ion binding; GO:0005544|calcium-dependent phospholipid binding,PF00191|Annexin; PF00191|Annexin; PF00191|Annexin; PF00191|Annexin
C22,102.37,NA,LOC105247805,cytochrome c oxidase assembly protein COX19,no,no,no,no,no,no,no,no,no,0,0,,
C22,102.15,NA,LOC105257793,cytochrome P450 9e2,no,no,no,no,no,no,no,no,no,0,2,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450
C22,101.91,NA,LOC105254493,thyroid receptor-interacting protein 6,no,no,no,no,no,yes,no,no,no,0,0,,PF00412|LIM domain; PF00412|LIM domain; PF00412|LIM domain
C22,101.86,NA,LOC105249304,dual specificity protein phosphatase Mpk3 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0008138|protein tyrosine/serine/threonine phosphatase activity; GO:0016311|dephosphorylation,"PF00581|Rhodanese-like domain; PF00782|Dual specificity phosphatase, catalytic domain"
C22,101.83,NA,LOC105254789,DCN1-like protein 5,no,no,no,no,no,no,no,no,no,0,0,,PF03556|Cullin binding
C22,101.29,NA,LOC105250184,rRNA 2\'-O-methyltransferase fibrillarin,no,no,no,no,no,no,no,no,no,0,0,GO:0003723|RNA binding; GO:0006364|rRNA processing; GO:0008168|methyltransferase activity,PF01269|Fibrillarin
C22,100.29,NA,LOC105253916,nucleolar and coiled-body phosphoprotein 1 isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0005730|nucleolus,
C22,100.17,NA,LOC105256862,H(+)/Cl(-) exchange transporter 7,no,no,no,no,no,no,no,no,no,0,9,GO:0005247|voltage-gated chloride channel activity; GO:0006821|chloride transport; GO:0016020|membrane; GO:0055085|transmembrane transport,PF00654|Voltage gated chloride channel; PF00571|CBS domain
C22,100.05,NA,LOC105251198,osmotic avoidance abnormal protein 3 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0003777|microtubule motor activity; GO:0005524|ATP binding; GO:0007018|microtubule-based movement; GO:0008017|microtubule binding,PF00225|Kinesin motor domain
C22,99.9,NA,LOC105254781,"10 kDa heat shock protein, mitochondrial isoform X2",no,no,no,no,no,no,no,no,no,0,0,GO:0006457|protein folding,PF00166|Chaperonin 10 Kd subunit
C22,99.41,NA,LOC105253785,serpin B6 isoform X2,no,no,no,no,no,no,no,no,no,3,0,GO:0005615|extracellular space,PF00079|Serpin (serine protease inhibitor)
C22,99.09,NA,LOC105256560,nucleotide exchange factor SIL1,no,no,no,no,no,no,no,no,no,1,0,,
C22,98.88,NA,LOC105251256,sorting nexin lst-4,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding; GO:0035091|phosphatidylinositol binding,PF10456|WASP-binding domain of Sorting nexin protein; PF00787|PX domain; PF14604|Variant SH3 domain
C22,98.65,NA,LOC105258406,bumetanide-sensitive sodium-(potassium)-chloride cotransporter,no,no,no,no,no,no,no,no,no,0,11,GO:0006811|ion transport; GO:0016020|membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF00324|Amino acid permease; PF03522|Solute carrier family 12
C22,98.51,NA,LOC105250845,GSK-3-binding protein,no,no,no,no,no,no,no,no,no,0,0,,PF05350|Glycogen synthase kinase-3 binding
C22,98.49,NA,LOC105248928,protein Shroom isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0005912|adherens junction; GO:0030950|establishment or maintenance of actin cytoskeleton polarity; GO:0042249|establishment of planar polarity of embryonic epithelium; GO:0051015|actin filament binding; GO:0090251|protein localization involved in establishment of planar polarity,PF08687|Apx/Shroom domain ASD2
C22,97.32,NA,LOC105258586,uncharacterized protein LOC105258586,no,no,no,no,no,no,no,no,no,0,0,GO:0004861|cyclin-dependent protein serine/threonine kinase inhibitor activity; GO:0005634|nucleus; GO:0007050|cell cycle arrest,PF02234|Cyclin-dependent kinase inhibitor
C22,97.29,NA,LOC105256573,"threonine--tRNA ligase, cytoplasmic isoform X2",no,no,no,no,no,no,yes,no,no,0,0,GO:0004829|threonine-tRNA ligase activity; GO:0005524|ATP binding; GO:0005737|cytoplasm; GO:0006435|threonyl-tRNA aminoacylation,"PF00587|tRNA synthetase class II core domain (G, H, P, S and T); PF02824|TGS domain; PF07973|Threonyl and Alanyl tRNA synthetase second additional domain; PF03129|Anticodon binding domain"
C22,97.26,NA,LOC105248705,LOW QUALITY PROTEIN: protein alan shepard,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding,"PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
C22,97.2,NA,LOC105249938,neurexin-4 isoform X1,no,no,no,no,no,no,no,no,no,2,1,,PF00008|EGF-like domain; PF02210|Laminin G domain; PF02210|Laminin G domain; PF02210|Laminin G domain; PF02210|Laminin G domain; PF00754|F5/8 type C domain
C22,97.04,NA,LOC105249107,integrin beta-PS isoform X2,no,no,no,no,no,no,no,no,no,1,2,,PF17205|Integrin plexin domain; PF18372|Integrin beta epidermal growth factor like domain 1; PF07965|Integrin beta tail domain; PF07974|EGF-like domain; PF00362|Integrin beta chain VWA domain; PF08725|Integrin beta cytoplasmic domain
C22,97.01,NA,LOC105254444,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF13181|Tetratricopeptide repeat; PF12569|NMDA receptor-regulated protein 1
C22,97,NA,LOC112637368,uncharacterized protein LOC112637368 isoform X2,no,no,no,no,no,no,no,no,no,0,0,,
C22,96.96,NA,LOC105251510,dnaJ homolog subfamily C member 11,no,no,no,no,no,no,no,no,no,0,0,,PF11875|Domain of unknown function (DUF3395); PF00226|DnaJ domain
C22,96.9,NA,LOC105255566,flotillin-2,no,no,no,no,no,no,no,no,no,0,0,,PF01145|SPFH domain / Band 7 family; PF15975|Flotillin
C22,96.8,NA,LOC105252523,protein crumbs isoform X2,no,no,no,no,no,no,no,no,no,2,2,GO:0005509|calcium ion binding,PF07645|Calcium-binding EGF domain; PF07645|Calcium-binding EGF domain; PF07645|Calcium-binding EGF domain; PF07645|Calcium-binding EGF domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00008|EGF-like domain; PF00054|Laminin G domain; PF00054|Laminin G domain; PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF; PF12661|Human growth factor-like EGF
C22,96.61,NA,LOC105253236,RRP12-like protein,no,no,no,no,no,no,no,no,no,0,0,,PF08161|NUC173 domain
C22,96.57,NA,LOC105259347,ras GTPase-activating protein 1,no,no,no,no,no,no,no,no,no,0,0,GO:0005096|GTPase activator activity; GO:0005515|protein binding; GO:0043547|positive regulation of GTPase activity; GO:0046580|negative regulation of Ras protein signal transduction,PF00616|GTPase-activator protein for Ras-like GTPase; PF00616|GTPase-activator protein for Ras-like GTPase; PF00018|SH3 domain; PF00168|C2 domain; PF00017|SH2 domain; PF00017|SH2 domain; PF00169|PH domain
C22,96.55,NA,LOC105253743,probable phospholipid-transporting ATPase IIB isoform X1,no,no,no,no,no,no,no,no,no,0,10,GO:0000287|magnesium ion binding; GO:0005524|ATP binding; GO:0005802|trans-Golgi network; GO:0015914|phospholipid transport; GO:0016021|integral component of membrane; GO:0140326|ATPase-coupled intramembrane lipid transporter activity,PF00702|haloacid dehalogenase-like hydrolase; PF00122|E1-E2 ATPase; PF16209|Phospholipid-translocating ATPase N-terminal; PF16212|Phospholipid-translocating P-type ATPase C-terminal
C22,96.37,NA,LOC105249926,rho GTPase-activating protein 190 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0003924|GTPase activity; GO:0005525|GTP binding; GO:0007165|signal transduction,PF16512|p190-A and -B Rho GAPs FF domain; PF00620|RhoGAP domain; PF00071|Ras family
C22,96.36,NA,LOC105256568,lamin Dm0 isoform X1,no,no,no,no,no,no,no,no,no,2,0,,PF00038|Intermediate filament protein; PF00932|Lamin Tail Domain
C22,96.36,NA,LOC105258922,"isoleucine--tRNA ligase, cytoplasmic",no,no,no,no,no,no,no,no,no,0,0,GO:0004812|aminoacyl-tRNA ligase activity; GO:0005524|ATP binding; GO:0006418|tRNA aminoacylation for protein translation,"PF08264|Anticodon-binding domain of tRNA; PF00133|tRNA synthetases class I (I, L, M and V)"
C22,95.54,NA,LOC105253029,eIF-2-alpha kinase activator GCN1,no,no,no,no,no,no,no,no,no,0,0,GO:0006417|regulation of translation; GO:0019887|protein kinase regulator activity; GO:0019901|protein kinase binding; GO:0033674|positive regulation of kinase activity; GO:0043022|ribosome binding,PF13513|HEAT-like repeat
C22,95.47,NA,LOC105250647,RUN domain-containing protein 1,no,no,no,no,no,no,no,no,no,0,0,,PF02759|RUN domain
C22,95.36,NA,LOC105248074,eukaryotic peptide chain release factor GTP-binding subunit ERF3A isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0003924|GTPase activity; GO:0005525|GTP binding,PF07145|Ataxin-2 C-terminal region; PF03144|Elongation factor Tu domain 2; PF03143|Elongation factor Tu C-terminal domain; PF00009|Elongation factor Tu GTP binding domain
C22,95.34,NA,LOC105250864,MAP kinase-activated protein kinase 2 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,PF00069|Protein kinase domain
C22,95.24,NA,LOC105259244,arylsulfatase B,no,no,no,no,no,yes,no,no,no,0,1,GO:0008484|sulfuric ester hydrolase activity,PF00884|Sulfatase
C22,95.11,NA,LOC105248967,craniofacial development protein 1,no,no,no,no,no,no,yes,no,no,0,0,,PF07572|Bucentaur or craniofacial development
C22,95.04,NA,LOC105256707,GPI transamidase component PIG-S,no,no,no,no,no,no,no,no,no,0,2,GO:0016255|attachment of GPI anchor to protein; GO:0042765|GPI-anchor transamidase complex,PF10510|Phosphatidylinositol-glycan biosynthesis class S protein
C22,94.85,NA,LOC105258056,acetyl-coenzyme A transporter 1,no,no,no,no,no,no,no,no,no,0,10,GO:0008521|acetyl-CoA transmembrane transporter activity; GO:0016021|integral component of membrane,PF13000|Acetyl-coenzyme A transporter 1; PF13000|Acetyl-coenzyme A transporter 1; PF13000|Acetyl-coenzyme A transporter 1
C22,94.65,NA,LOC105251276,heat shock 70 kDa protein 4L isoform X2,no,no,no,no,no,no,no,no,no,0,0,,PF00012|Hsp70 protein; PF00012|Hsp70 protein
C22,94.29,NA,LOC105258078,integrin alpha-PS1 isoform X1,no,no,no,no,no,no,no,no,no,0,1,,PF01839|FG-GAP repeat; PF01839|FG-GAP repeat; PF01839|FG-GAP repeat; PF08441|Integrin alpha
C22,93.93,NA,LOC105249449,contactin,no,no,no,no,no,no,no,no,no,1,0,GO:0005515|protein binding,PF13927|Immunoglobulin domain; PF13927|Immunoglobulin domain; PF13927|Immunoglobulin domain; PF00041|Fibronectin type III domain; PF00041|Fibronectin type III domain; PF00041|Fibronectin type III domain
C22,93.78,NA,LOC105256643,dorsal-ventral patterning protein Sog,no,no,no,no,no,no,no,no,no,1,0,GO:0005515|protein binding,PF00093|von Willebrand factor type C domain; PF00093|von Willebrand factor type C domain; PF00093|von Willebrand factor type C domain; PF00093|von Willebrand factor type C domain
C22,93.69,NA,LOC105251712,ATP-binding cassette sub-family F member 2,no,no,no,no,no,no,no,no,no,0,0,GO:0005524|ATP binding; GO:0016887|ATPase activity,PF12848|ABC transporter; PF00005|ABC transporter; PF00005|ABC transporter
C22,93.69,NA,LOC105257950,CD109 antigen,no,no,no,no,no,no,no,no,no,1,1,GO:0004866|endopeptidase inhibitor activity; GO:0005615|extracellular space,PF07677|A-macroglobulin receptor binding domain; PF01835|MG2 domain; PF07703|Alpha-2-macroglobulin bait region domain; PF07678|A-macroglobulin TED domain; PF17791|Macroglobulin domain MG3; PF00207|Alpha-2-macroglobulin family
