"gene_name","GOs","pfams","signalP","TMHMM","sc16a_ccl_up_down","sc16a_ccd_up_down","ccl_ccd_up_down"
"Ophio5|1200","GO:0006777|Mo-molybdopterin cofactor biosynthetic process;GO:0032324|molybdopterin cofactor biosynthetic process","PF00994.19|MoCF_biosynth;PF00994.19|MoCF_biosynth;PF03453.12|MoeA_N;PF03454.10|MoeA_C","",NA,"Up","Down","Down"
"Ophio5|1201","GO:0015078|hydrogen ion transmembrane transporter activity;GO:0033177|proton-transporting two-sector ATPase complex, proton-transporting domain;GO:0015991|ATP hydrolysis coupled proton transport","PF00137.16|ATP-synt_C;PF00137.16|ATP-synt_C","",5,"Down","Down","Down"
"Ophio5|1202","GO:0005672|transcription factor TFIIA complex;GO:0006367|transcription initiation from RNA polymerase II promoter","PF02751.9|TFIIA_gamma_C;PF02268.11|TFIIA_gamma_N","",NA,"Up","Up","Down"
"Ophio5|1203","","","",3,"Down","Down","Down"
"Ophio5|1204","GO:0006821|chloride transport;GO:0055085|transmembrane transport;GO:0016020|membrane;GO:0030554|adenyl nucleotide binding;GO:0005247|voltage-gated chloride channel activity","PF00654.15|Voltage_CLC;PF00571.23|CBS;PF00571.23|CBS","",11,"Down","Down","Down"
"Ophio5|1205","GO:0043565|sequence-specific DNA binding;GO:0005622|intracellular","PF00808.18|CBFD_NFYB_HMF","",NA,"Up","Up","Down"
"Ophio5|1206","GO:0005515|protein binding","PF14580.1|LRR_9;PF13855.1|LRR_8","",NA,"Up","Up","Up"
"Ophio5|1207","GO:0005515|protein binding;GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF00069.20|Pkinase;PF00400.27|WD40;PF07714.12|Pkinase_Tyr","",NA,"Up","Down","Down"
"Ophio5|1208","","","",NA,"Up","Up","Down"
"Ophio5|1209","GO:0010181|FMN binding","PF12766.2|Pyridox_oxase_2","",NA,"Down","Down","Down"
"Ophio5|121","","PF08881.5|CVNH","",NA,"Up","Up","Up"
"Ophio5|1210","","PF05603.7|DUF775","",NA,"Down","Down","Down"
"Ophio5|1211","","","",NA,"Up","Up","Down"
"Ophio5|1212","GO:0051287|NAD binding;GO:0055114|oxidation-reduction process;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","PF00984.14|UDPG_MGDP_dh;PF03720.10|UDPG_MGDP_dh_C;PF03721.9|UDPG_MGDP_dh_N","",NA,"Down","Down","Down"
"Ophio5|1213","","PF09729.4|Gti1_Pac2","",NA,"Up","Down","Down"
"Ophio5|1214","","PF01494.14|FAD_binding_3","",NA,"Up","Up","Down"
"Ophio5|1215","","PF13299.1|CPSF100_C;PF10996.3|Beta-Casp;PF07521.7|RMMBL","",NA,"Up","Up","Down"
"Ophio5|1216","","PF09801.4|SYS1","",4,"Up","Up","Down"
"Ophio5|1217","GO:0005739|mitochondrion;GO:0004129|cytochrome-c oxidase activity","PF02297.12|COX6B","",NA,"Up","Up","Up"
"Ophio5|1218","GO:0016307|phosphatidylinositol phosphate kinase activity;GO:0046488|phosphatidylinositol metabolic process","PF01504.13|PIP5K","",NA,"Down","Down","Down"
"Ophio5|1219","GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr;PF14531.1|Kinase-like","",NA,"Down","Down","Up"
"Ophio5|122","GO:0005515|protein binding","PF14604.1|SH3_9;PF00018.23|SH3_1;PF07653.12|SH3_2","",1,"Up","Up","Down"
"Ophio5|1220","GO:0016020|membrane;GO:0003824|catalytic activity","PF01569.16|PAP2","",8,"Down","Down","Down"
"Ophio5|1221","","PF08208.6|RNA_polI_A34","",NA,"Up","Up","Down"
"Ophio5|1222","","","",NA,"Up","Up","Up"
"Ophio5|1223","GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated","PF04082.13|Fungal_trans","",NA,"Down","Down","Down"
"Ophio5|1224","GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated","PF04082.13|Fungal_trans","",NA,"Up","Up","Up"
"Ophio5|1225","","","",NA,"Down","Down","Down"
"Ophio5|1226","GO:0003333|amino acid transmembrane transport;GO:0006810|transport;GO:0016020|membrane;GO:0055085|transmembrane transport;GO:0015171|amino acid transmembrane transporter activity","PF00324.16|AA_permease;PF13520.1|AA_permease_2","",11,"Down","Down","Down"
"Ophio5|1227","GO:0006520|cellular amino acid metabolic process;GO:0016597|amino acid binding;GO:0016743|carboxyl- or carbamoyltransferase activity","PF02729.16|OTCace_N;PF00185.19|OTCace","",NA,"Up","Up","Down"
"Ophio5|1228","","","",NA,"Up","Up","Down"
"Ophio5|1229","","","",NA,"Down","Down","Down"
"Ophio5|123","","PF14232.1|DUF4334","",NA,"Down","Up","Up"
"Ophio5|1230","","","",NA,"Up","Up","Down"
"Ophio5|1231","","","",NA,"Down","Down","Down"
"Ophio5|1232","GO:0006397|mRNA processing;GO:0005634|nucleus","PF05843.9|Suf","",NA,"Down","Down","Up"
"Ophio5|1233","GO:0005515|protein binding","PF02171.12|Piwi;PF02170.17|PAZ;PF08699.5|DUF1785","",NA,"Up","Up","Down"
"Ophio5|1234","GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds","PF02065.13|Melibiase","SignalP: has predicted secretion signal",1,"Down","Down","Down"
"Ophio5|1235","","","",NA,"Up","Up","Down"
"Ophio5|1236","GO:0005515|protein binding","PF12937.2|F-box-like;PF13516.1|LRR_6","",NA,"Down","Down","Down"
"Ophio5|1237","GO:0008519|ammonium transmembrane transporter activity;GO:0016020|membrane;GO:0015696|ammonium transport","PF00909.16|Ammonium_transp","",11,"Up","Up","Down"
"Ophio5|1238","GO:0004045|aminoacyl-tRNA hydrolase activity","PF01195.14|Pept_tRNA_hydro","",NA,"Up","Up","Down"
"Ophio5|1239","GO:0005737|cytoplasm;GO:0005515|protein binding","PF03114.13|BAR","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|124","GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF14479.1|HeLo;PF07714.12|Pkinase_Tyr","",NA,"Down","Down","Down"
"Ophio5|1240","","","",NA,"Up","Up","Up"
"Ophio5|1241","GO:0005515|protein binding;GO:0006511|ubiquitin-dependent protein catabolic process","PF00443.24|UCH;PF13423.1|UCH_1;PF00240.18|ubiquitin","",NA,"Down","Down","Up"
"Ophio5|1242","GO:0030041|actin filament polymerization;GO:0034314|Arp2/3 complex-mediated actin nucleation;GO:0005885|Arp2/3 protein complex;GO:0005856|cytoskeleton","PF05856.7|ARPC4","",NA,"Up","Down","Down"
"Ophio5|1243","","","",NA,"Down","Down","Down"
"Ophio5|1244","","PF00650.15|CRAL_TRIO","",NA,"Down","Down","Down"
"Ophio5|1245","","","",NA,"=","=","="
"Ophio5|1246","GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process","PF00107.21|ADH_zinc_N;PF13602.1|ADH_zinc_N_2;PF08240.7|ADH_N","",NA,"Down","Down","Up"
"Ophio5|1247","GO:0016787|hydrolase activity","PF01738.13|DLH;PF12695.2|Abhydrolase_5","",NA,"Up","Up","Down"
"Ophio5|1248","GO:0003676|nucleic acid binding;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0006260|DNA replication","PF08646.5|Rep_fac-A_C;PF04057.7|Rep-A_N;PF01336.20|tRNA_anti-codon","",NA,"Up","Up","Down"
"Ophio5|1249","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0008152|metabolic process","PF00171.17|Aldedh","",NA,"Up","Up","Down"
"Ophio5|125","","PF03856.8|SUN","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|1250","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF07690.11|MFS_1","",12,"Up","Up","Up"
"Ophio5|1251","","PF05285.7|SDA1;PF08158.7|NUC130_3NT","",NA,"Up","Up","Up"
"Ophio5|1252","","PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF00153.22|Mito_carr","",NA,"Up","Up","Up"
"Ophio5|1253","GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process","PF08240.7|ADH_N;PF00107.21|ADH_zinc_N;PF13602.1|ADH_zinc_N_2","",NA,"Up","Up","Down"
"Ophio5|1254","","","",NA,"Up","Up","Down"
"Ophio5|1255","","","",NA,"Up","Up","Down"
"Ophio5|1256","GO:0005515|protein binding","PF12796.2|Ank_2;PF12796.2|Ank_2;PF13637.1|Ank_4;PF13857.1|Ank_5;PF00023.25|Ank;PF00023.25|Ank","",NA,"Up","Up","Down"
"Ophio5|1257","","","",NA,"Up","Up","Down"
"Ophio5|1258","","PF05572.8|Peptidase_M43","SignalP: has predicted secretion signal",NA,"Up","Down","Down"
"Ophio5|1259","GO:0006298|mismatch repair;GO:0005524|ATP binding","PF13589.1|HATPase_c_3;PF08676.6|MutL_C","",NA,"Down","Down","Down"
"Ophio5|126","","PF00850.14|Hist_deacetyl","",NA,"Down","Down","Down"
"Ophio5|1260","","PF04991.8|LicD","SignalP: has predicted secretion signal",NA,"Down","Down","Down"
"Ophio5|1261","GO:0006508|proteolysis;GO:0004190|aspartic-type endopeptidase activity","PF00026.18|Asp","",NA,"Up","Up","Up"
"Ophio5|1262","GO:0016787|hydrolase activity","PF00149.23|Metallophos","",2,"Up","Up","Down"
"Ophio5|1263","GO:0003824|catalytic activity;GO:0008152|metabolic process","PF00501.23|AMP-binding","",NA,"Down","Down","="
"Ophio5|1264","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF07690.11|MFS_1;PF05978.11|UNC-93","",12,"Up","Up","Down"
"Ophio5|1265","GO:0003677|DNA binding","PF00125.19|Histone","",NA,"Up","Up","Down"
"Ophio5|1266","","","",NA,"Up","Down","Down"
"Ophio5|1267","GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF00083.19|Sugar_tr","SignalP: has predicted secretion signal",3,"Up","Up","Down"
"Ophio5|1268","","","",NA,"Up","Up","Down"
"Ophio5|1269","","","",NA,"Up","Up","Down"
"Ophio5|127","","PF00153.22|Mito_carr;PF00153.22|Mito_carr","",NA,"Down","Down","Down"
"Ophio5|1270","","","",NA,"Up","Up","Down"
"Ophio5|1271","","PF07364.7|DUF1485;PF07171.7|MlrC_C","",NA,"Up","Up","Down"
"Ophio5|1272","GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding","PF00067.17|p450","",1,"Up","Down","Down"
"Ophio5|1273","GO:0004435|phosphatidylinositol phospholipase C activity;GO:0006629|lipid metabolic process;GO:0007165|signal transduction;GO:0035556|intracellular signal transduction","PF00388.14|PI-PLC-X;PF00387.14|PI-PLC-Y","",NA,"Down","Down","Down"
"Ophio5|1274","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","Up"
"Ophio5|1275","","","",NA,"Up","Up","Up"
"Ophio5|1276","","","",NA,"Up","Down","Down"
"Ophio5|1277","GO:0005576|extracellular region","PF06766.6|Hydrophobin_2","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|1278","","","",NA,"Up","Down","Down"
"Ophio5|1279","","PF12296.3|HsbA","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|128","","","",NA,"Down","Down","Down"
"Ophio5|1280","GO:0003824|catalytic activity;GO:0008152|metabolic process","PF01063.14|Aminotran_4","",NA,"Up","Up","Up"
"Ophio5|1281","GO:0005992|trehalose biosynthetic process;GO:0003824|catalytic activity","PF00982.16|Glyco_transf_20;PF02358.11|Trehalose_PPase","",NA,"Up","Up","Up"
"Ophio5|1282","GO:0005515|protein binding","PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40","",NA,"Up","Up","Down"
"Ophio5|1283","","PF03101.10|FAR1","",NA,"Up","Up","Down"
"Ophio5|1284","","","",NA,"Up","Up","Down"
"Ophio5|1285","","","",NA,"Up","=","Down"
"Ophio5|1286","","","",1,"Down","Down","Down"
"Ophio5|1287","GO:0016810|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;GO:0006807|nitrogen compound metabolic process","PF00795.17|CN_hydrolase","",NA,"Down","Down","Down"
"Ophio5|1288","","","",NA,"Up","Down","Down"
"Ophio5|1289","GO:0055114|oxidation-reduction process;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","PF00180.15|Iso_dh","",NA,"Up","Down","Down"
"Ophio5|129","GO:0006281|DNA repair;GO:0016887|ATPase activity;GO:0005524|ATP binding;GO:0009378|four-way junction helicase activity;GO:0006310|DNA recombination","PF00004.24|AAA;PF00004.24|AAA;PF07728.9|AAA_5;PF07724.9|AAA_2;PF05496.7|RuvB_N","",NA,"Down","Down","Up"
"Ophio5|1290","","","",NA,"Down","Down","Down"
"Ophio5|1291","GO:0006457|protein folding","PF00254.23|FKBP_C","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","Down"
"Ophio5|1292","","PF10247.4|Romo1","",2,"Down","Up","Up"
"Ophio5|1293","GO:0005507|copper ion binding;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process","PF07732.10|Cu-oxidase_3;PF00394.17|Cu-oxidase;PF07731.9|Cu-oxidase_2","",NA,"Down","Down","Down"
"Ophio5|1294","GO:0070403|NAD+ binding","PF02146.12|SIR2","",NA,"Down","Down","Up"
"Ophio5|1295","GO:0043565|sequence-specific DNA binding;GO:0005622|intracellular","PF00808.18|CBFD_NFYB_HMF","",NA,"Down","Down","Down"
"Ophio5|1296","","","SignalP: has predicted secretion signal",NA,"Down","Down","Up"
"Ophio5|1297","","PF13646.1|HEAT_2;PF13646.1|HEAT_2;PF13646.1|HEAT_2;PF13646.1|HEAT_2;PF13513.1|HEAT_EZ;PF13513.1|HEAT_EZ;PF05729.7|NACHT","",NA,"Down","Down","Down"
"Ophio5|1298","GO:0008270|zinc ion binding","PF01485.16|IBR;PF01485.16|IBR","",NA,"Down","Down","Up"
"Ophio5|1299","GO:0016491|oxidoreductase activity;GO:0008152|metabolic process","PF00106.20|adh_short;PF13561.1|adh_short_C2;PF08659.5|KR;PF13460.1|NAD_binding_10","",NA,"Up","Down","Down"
"Ophio5|13","","","",2,"Down","Down","="
"Ophio5|130","GO:0009055|electron carrier activity;GO:0005506|iron ion binding;GO:0020037|heme binding","PF00034.16|Cytochrom_C;PF13442.1|Cytochrome_CBB3","",NA,"Up","Up","Up"
"Ophio5|1300","","","",NA,"Down","Down","="
"Ophio5|1301","","PF00132.19|Hexapep","",6,"Down","Down","Down"
"Ophio5|1302","GO:0003824|catalytic activity;GO:0008152|metabolic process","PF00501.23|AMP-binding","",2,"Down","Down","="
"Ophio5|1303","GO:0006508|proteolysis;GO:0004197|cysteine-type endopeptidase activity","PF00656.17|Peptidase_C14","",NA,"Down","Down","Down"
"Ophio5|1304","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Down","Down"
"Ophio5|1305","GO:0016491|oxidoreductase activity;GO:0003824|catalytic activity;GO:0008152|metabolic process;GO:0050662|coenzyme binding;GO:0044237|cellular metabolic process","PF00106.20|adh_short;PF08659.5|KR;PF01370.16|Epimerase;PF13460.1|NAD_binding_10","",NA,"Down","Down","Down"
"Ophio5|1306","GO:0004871|signal transducer activity;GO:0005834|heterotrimeric G-protein complex;GO:0007186|G-protein coupled receptor signaling pathway","PF00631.17|G-gamma","",NA,"Up","Up","Down"
"Ophio5|1307","GO:0055085|transmembrane transport","PF08449.6|UAA","",8,"Down","Down","Down"
"Ophio5|1308","","","",NA,"Down","Down","Down"
"Ophio5|1309","","","",NA,"Up","Up","Up"
"Ophio5|131","","","",NA,"Down","Down","Down"
"Ophio5|1310","","PF05572.8|Peptidase_M43","SignalP: has predicted secretion signal",NA,"Down","Down","Up"
"Ophio5|1311","GO:0003723|RNA binding;GO:0006278|RNA-dependent DNA replication;GO:0003964|RNA-directed DNA polymerase activity","PF00078.22|RVT_1","",NA,"Down","Down","Up"
"Ophio5|1312","","","",NA,"=","=","="
"Ophio5|1313","","PF04488.10|Gly_transf_sug","",1,"Up","Down","Down"
"Ophio5|1314","GO:0016787|hydrolase activity","PF00149.23|Metallophos","",1,"Down","Down","Up"
"Ophio5|1315","GO:0003676|nucleic acid binding","PF02037.22|SAP","",NA,"Up","Up","Up"
"Ophio5|1316","","","",NA,"Up","Up","Up"
"Ophio5|1317","","","",NA,"Up","Down","Down"
"Ophio5|1318","","","",NA,"Up","Down","Down"
"Ophio5|1319","","","",1,"Up","Down","Down"
"Ophio5|132","GO:0008270|zinc ion binding;GO:0006355|regulation of transcription, DNA-templated;GO:0043565|sequence-specific DNA binding;GO:0003700|sequence-specific DNA binding transcription factor activity","PF00320.22|GATA","",NA,"Up","Up","Up"
"Ophio5|1320","","","",NA,"Down","Down","Down"
"Ophio5|1321","","","",NA,"Down","Down","Up"
"Ophio5|1322","","","",NA,"Down","Up","Up"
"Ophio5|1323","","","SignalP: has predicted secretion signal",1,"Down","Down","Up"
"Ophio5|1324","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process","PF03435.13|Saccharop_dh","",NA,"Down","Down","Down"
"Ophio5|1325","GO:0003677|DNA binding","PF00125.19|Histone","",NA,"Up","Up","Up"
"Ophio5|1326","","","",NA,"Down","Down","Down"
"Ophio5|1327","","","",NA,"Down","Down","Down"
"Ophio5|1328","","","",NA,"Down","Down","Down"
"Ophio5|1329","","PF08238.7|Sel1;PF08238.7|Sel1","",NA,"Up","Up","Up"
"Ophio5|133","","","",NA,"Up","Up","Down"
"Ophio5|1330","","","",NA,"Down","Down","Down"
"Ophio5|1331","GO:0000445|THO complex part of transcription export complex;GO:0006397|mRNA processing","PF05615.8|THOC7","",NA,"Up","Up","Down"
"Ophio5|1332","GO:0005874|microtubule;GO:0051082|unfolded protein binding;GO:0007021|tubulin complex assembly","PF02970.11|TBCA","",NA,"Down","Up","Up"
"Ophio5|1333","GO:0005515|protein binding;GO:0000228|nuclear chromosome","PF04825.8|Rad21_Rec8_N;PF04824.11|Rad21_Rec8","",NA,"Up","Up","Down"
"Ophio5|1334","GO:0046872|metal ion binding;GO:0000166|nucleotide binding","PF00122.15|E1-E2_ATPase;PF00689.16|Cation_ATPase_C;PF00702.21|Hydrolase;PF00690.21|Cation_ATPase_N;PF12710.2|HAD;PF13246.1|Hydrolase_like2","",5,"Up","Up","Down"
"Ophio5|1335","","PF08318.7|COG4","",NA,"Up","Up","Up"
"Ophio5|1336","","","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|1337","GO:0003725|double-stranded RNA binding","PF01300.13|Sua5_yciO_yrdC;PF03481.8|SUA5","",NA,"Down","Up","Up"
"Ophio5|1338","","PF01217.15|Clat_adaptor_s","",NA,"Up","Up","Down"
"Ophio5|1339","GO:0006260|DNA replication;GO:0005524|ATP binding;GO:0003677|DNA binding","PF00493.18|MCM;PF14551.1|MCM_N","",NA,"Up","Up","Down"
"Ophio5|134","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0008270|zinc ion binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus","PF00172.13|Zn_clus","",NA,"Up","Up","Down"
"Ophio5|1340","","PF09359.5|VTC;PF03105.14|SPX;PF02656.10|DUF202","",3,"Up","Up","Down"
"Ophio5|1341","","","",NA,"Up","Up","Up"
"Ophio5|1342","GO:0005975|carbohydrate metabolic process;GO:0005524|ATP binding;GO:0016773|phosphotransferase activity, alcohol group as acceptor","PF03727.11|Hexokinase_2;PF00349.16|Hexokinase_1","",NA,"Down","Down","Up"
"Ophio5|1343","GO:0006486|protein glycosylation;GO:0016021|integral component of membrane;GO:0005783|endoplasmic reticulum;GO:0004579|dolichyl-diphosphooligosaccharide-protein glycotransferase activity","PF04597.9|Ribophorin_I","",NA,"Down","Down","Up"
"Ophio5|1344","","","",NA,"Down","Down","Down"
"Ophio5|1345","GO:0005737|cytoplasm;GO:0000287|magnesium ion binding;GO:0003879|ATP phosphoribosyltransferase activity;GO:0000105|histidine biosynthetic process","PF01634.13|HisG;PF08029.6|HisG_C","",NA,"Down","Down","Down"
"Ophio5|1346","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"=","=","="
"Ophio5|1347","GO:0003854|3-beta-hydroxy-delta5-steroid dehydrogenase activity;GO:0055114|oxidation-reduction process;GO:0044237|cellular metabolic process;GO:0050662|coenzyme binding;GO:0006694|steroid biosynthetic process;GO:0003824|catalytic activity;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","PF07993.7|NAD_binding_4;PF01370.16|Epimerase;PF00550.20|PP-binding;PF01073.14|3Beta_HSD","",NA,"Down","Up","Up"
"Ophio5|1348","GO:0003824|catalytic activity;GO:0008152|metabolic process","PF00501.23|AMP-binding","",NA,"Down","Down","Down"
"Ophio5|1349","GO:0016491|oxidoreductase activity;GO:0008152|metabolic process","PF00264.15|Tyrosinase","SignalP: has predicted secretion signal",NA,"Up","Up","Up"
"Ophio5|135","GO:0004521|endoribonuclease activity;GO:0003723|RNA binding","PF00545.15|Ribonuclease","SignalP: has predicted secretion signal; SSP: small secreted protein",1,"Up","Up","Down"
"Ophio5|1350","GO:0005515|protein binding","PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40","",NA,"Down","Up","Up"
"Ophio5|1351","","","",NA,"Down","Down","Up"
"Ophio5|1352","GO:0046417|chorismate metabolic process","PF01817.16|CM_2","",NA,"Down","Up","Up"
"Ophio5|1353","","PF13862.1|BCIP","",NA,"Up","Up","Up"
"Ophio5|1354","GO:0035091|phosphatidylinositol binding","PF09325.5|Vps5;PF00787.19|PX","",NA,"Up","Up","Up"
"Ophio5|1355","GO:0005515|protein binding;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0022857|transmembrane transporter activity","PF07690.11|MFS_1;PF00083.19|Sugar_tr;PF01398.16|JAB","",13,"Up","Up","Up"
"Ophio5|1356","GO:0006270|DNA replication initiation","PF02724.9|CDC45","",NA,"Up","Up","Down"
"Ophio5|1357","GO:0005509|calcium ion binding","PF13499.1|EF-hand_7;PF13499.1|EF-hand_7;PF00036.27|EF-hand_1;PF00036.27|EF-hand_1;PF13405.1|EF-hand_6;PF13405.1|EF-hand_6;PF13405.1|EF-hand_6;PF13202.1|EF-hand_5;PF13202.1|EF-hand_5;PF13202.1|EF-hand_5;PF13833.1|EF-hand_8;PF13833.1|EF-hand_8;PF13833.1|EF-hand_8","",NA,"Down","Down","Up"
"Ophio5|1358","","","",NA,"Down","Down","Up"
"Ophio5|1359","","PF01476.15|LysM;PF01476.15|LysM","SignalP: has predicted secretion signal",1,"Up","Up","Up"
"Ophio5|136","GO:0006855|drug transmembrane transport;GO:0015297|antiporter activity;GO:0015238|drug transmembrane transporter activity;GO:0016020|membrane;GO:0055085|transmembrane transport","PF01554.13|MatE;PF01554.13|MatE","",10,"Up","Down","Down"
