"ophio_gene","beau_gene","ophio_desc","beau_desc","ophcf2_protein","beau_protein","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"GQ602_007200","BBA_00585","Peroxisomal membrane protein 4","peroxisomal membrane protein 24","KAF4581063.1","XP_008593904.1",2.45e-124,350,1.73e-124,350
"GQ602_007201","BBA_00583","COP9 signalosome complex subunit 4","PCI domain-containing protein","KAF4581064.1","XP_008593902.1",0,528,0,515
"GQ602_007203","BBA_00580","cell cycle checkpoint protein RAD17","Rad17 cell cycle checkpoint protein","KAF4581066.1","XP_008593899.1",0,921,0,961
"GQ602_007205","BBA_00579","Ubiquitin-conjugating enzyme E2C-binding protein","Ubiquitin-conjugating enzyme E2C-binding protein","KAF4581068.1","XP_008593898.1",7.9e-104,313,5.04e-104,313
"GQ602_007206","BBA_00577","SNF2 family helicase","SNF2 family N-terminal domain containing protein","KAF4581069.1","XP_008593896.1",0,824,0,855
"GQ602_007207","BBA_00574","choriogenin hminor","choriogenin Hminor","KAF4581070.1","XP_008593893.1",0,959,0,876
"GQ602_007209","BBA_00571","hypothetical protein GQ602_007209","hypothetical protein BBA_00571","KAF4581072.1","XP_008593890.1",1.52e-155,458,1.08e-162,476
"GQ602_007210","BBA_00570","Retrograde regulation protein 2","retrograde regulation protein","KAF4581073.1","XP_008593889.1",0,604,0,570
"GQ602_007212","BBA_00569","hypothetical protein GQ602_007212","hypothetical protein BBA_00569","KAF4581075.1","XP_008593888.1",0,538,2.82e-175,509
"GQ602_007213","BBA_00567","hypothetical protein GQ602_007213","hypothetical protein BBA_00567","KAF4581076.1","XP_008593886.1",6.96e-63,218,4.43e-66,226
"GQ602_007214","BBA_00565","annexin-like protein","annexin-like protein","KAF4581077.1","XP_008593884.1",0,542,0,565
"GQ602_007217","BBA_00236","large tegument protein UL36","hypothetical protein BBA_00236","KAF4581080.1","XP_008593555.1",8.89e-32,129,2.35e-36,143
"GQ602_007218","BBA_00231","hypothetical protein GQ602_007218","hypothetical protein BBA_00231","KAF4581081.1","XP_008593550.1",4.41e-158,449,3.64e-158,449
"GQ602_007220","BBA_00229","ribosomal protein subunit L37","mitochondrial ribosomal protein subunit L37","KAF4581083.1","XP_008593548.1",8.19e-76,224,6.2e-76,224
"GQ602_007221","BBA_00228","nadh dehydrogenase","NADH-ubiquinone oxidoreductase 12 kDa subunit","KAF4581084.1","XP_008593547.1",1.55e-63,188,1.1e-63,188
"GQ602_007223","BBA_00222","hypothetical protein GQ602_007223","hypothetical protein BBA_00222","KAF4581086.1","XP_008593541.1",6.43e-92,281,4.08e-102,306
"GQ602_007224","BBA_00221","cytochrome P450 51B","Cytochrome P450 CYP51F1","KAF4581087.1","XP_008593540.1",0,864,0,876
"GQ602_007234","BBA_09995","RNase H domain protein","RNase H domain protein","KAF4581097.1","XP_008603314.1",7.81e-99,289,4.62e-99,289
"GQ602_007236","BBA_01563","Transcription initiation factor TFIID subunit 7","transcription initiation factor TFIID subunit 7","KAF4581099.1","XP_008594882.1",3.91e-160,464,3.42e-171,492
"GQ602_007237","BBA_01564","hypothetical protein GQ602_007237","hypothetical protein BBA_01564","KAF4581100.1","XP_008594883.1",1.57e-111,343,4.88e-110,339
"GQ602_007238","BBA_01565","kinesin","kinesin motor domain-containing protein","KAF4581101.1","XP_008594884.1",0,1068,0,1049
"GQ602_007239","BBA_01566","hypothetical protein GQ602_007239","hypothetical protein BBA_01566","KAF4581102.1","XP_008594885.1",1.23e-89,273,3.36e-103,307
"GQ602_007240","BBA_01567","sulfate transporter family protein","cyclic nucleotide-binding domain-containing protein","KAF4581103.1","XP_008594886.1",0,1382,0,1390
"GQ602_007241","BBA_01568","DNA replication complex GINS protein PSF1","DNA replication complex GINS protein PSF1","KAF4581104.1","XP_008594887.1",4.7e-133,372,3.09e-133,372
"GQ602_007243","BBA_01570","26S proteasome complex ubiquitin receptor, subunit Rpn13","adhesion regulating molecule","KAF4581106.1","XP_008594889.1",1.09e-130,378,4.46e-130,376
"GQ602_007244","BBA_01571","RNA recognition motif family protein","splicing factor u2af-associated protein 2","KAF4581107.1","XP_008594890.1",1.04e-125,365,1.9e-125,364
"GQ602_007245","BBA_06838","hypothetical protein GQ602_007245","phospholipase/carboxylesterase","KAF4581108.1","XP_008600157.1",2.62e-18,81.3,1.56e-18,81.3
"GQ602_007246","BBA_01572","major facilitator superfamily transporter","hypothetical protein BBA_01572","KAF4581109.1","XP_008594891.1",0,934,0,1003
"GQ602_007247","BBA_01573","endosomal P24B protein","emp24/gp25L/p24 family/GOLD","KAF4581110.1","XP_008594892.1",1.41e-118,333,3.66e-118,332
"GQ602_007248","BBA_01574","ADP-ribosylation factor","ADP-ribosylation factor family protein","KAF4581111.1","XP_008594893.1",1.47e-130,362,1.03e-130,362
"GQ602_007249","BBA_01575","heat shock protein 78","ATPase protein","KAF4581112.1","XP_008594894.1",0,1329,0,1335
"GQ602_007250","BBA_01576","50s ribosomal protein l6e","ribosomal protein L6e","KAF4581113.1","XP_008594895.1",6.38e-125,349,4.56e-125,349
"GQ602_007251","BBA_01578","glucokinase","thermoresistant glucokinase family carbohydrate kinase","KAF4581114.1","XP_008594897.1",1.6e-79,236,5.32e-79,234
"GQ602_007252","BBA_01579","dihydrolipoamide branched chain transacylase E2","2-oxoacid dehydrogenase acyltransferase","KAF4581115.1","XP_008594898.1",0,556,0,555
"GQ602_007253","BBA_01580","ATPase assembly factor ATP10, mitochondria","F1F0 ATPase complex assembly protein","KAF4581116.1","XP_008594899.1",2.11e-95,283,1.54e-90,271
"GQ602_007254","BBA_01581","vesicle transport v-snare protein","vesicle transport V-SNARE protein","KAF4581117.1","XP_008594900.1",2.44e-123,348,1.53e-127,358
"GQ602_007255","BBA_01582","60S ribosomal protein L35","putative ribosomal protein L35","KAF4581118.1","XP_008594901.1",2.63e-71,207,1.88e-71,207
"GQ602_007258","BBA_01586","Pre-mRNA-processing ATP-dependent RNA helicase PRP5","DEAD/DEAH box helicase","KAF4581121.1","XP_008594905.1",0,1186,0,1149
"GQ602_007260","BBA_00384","hypothetical protein GQ602_007260","hypothetical protein BBA_00384","KAF4581123.1","XP_008593703.1",2.43e-75,234,1.24e-78,243
"GQ602_007261","BBA_00383","mitochondrial cytochrome b2","FMN-dependent dehydrogenase","KAF4581124.1","XP_008593702.1",0,599,0,601
"GQ602_007262","BBA_00382","Fe-S protein assembly co-chaperone HscB","Fe-S protein assembly co-chaperone HscB","KAF4581125.1","XP_008593701.1",1.25e-39,139,4.19e-34,125
"GQ602_007263","BBA_00381","pH-response regulator protein palF/RIM8","pH-response regulator protein palF/RIM8","KAF4581126.1","XP_008593700.1",0,689,0,684
"GQ602_007264","BBA_00380","cell division control protein Cdc6","cell division control protein","KAF4581127.1","XP_008593699.1",0,732,0,728
"GQ602_007265","BBA_00379","Translocator protein","TspO/MBR family protein","KAF4581128.1","XP_008593698.1",1.1e-67,202,6.64e-68,202
"GQ602_007266","BBA_00378","Amino-acid transporter arg-13","amino-acid transporter arg-13","KAF4581129.1","XP_008593697.1",8.91e-153,430,1.07e-155,437
"GQ602_007267","BBA_00377","Shr3 amino acid permease chaperone","ER membrane protein SH3","KAF4581130.1","XP_008593696.1",1.71e-105,301,2.71e-106,303
"GQ602_007268","BBA_00375","Y-family of DNA polymerase","impB/mucB/samB family protein","KAF4581131.1","XP_008593694.1",0,1451,0,1436
"GQ602_007269","BBA_00374","RED-like protein","hypothetical protein BBA_00374","KAF4581132.1","XP_008593693.1",1.11e-136,417,7.07e-151,452
"GQ602_007270","BBA_00372","Mitochondrial thiamine pyrophosphate carrier 1","Mitochondrial carrier protein","KAF4581133.1","XP_008593691.1",2.33e-140,399,6.06e-141,400
"GQ602_007271","BBA_00371","hypothetical protein GQ602_007271","hypothetical protein BBA_00371","KAF4581134.1","XP_008593690.1",3.39e-115,339,2.02e-92,281
"GQ602_007272","BBA_00367","membrane bound o-acyl transferase family domain-containing protein","hypothetical protein BBA_00367","KAF4581135.1","XP_008593686.1",4.21e-91,287,6.95e-93,291
"GQ602_007273","BBA_00366","Telomerase reverse transcriptase","telomerase reverse transcriptase","KAF4581136.1","XP_008593685.1",0,854,0,839
"GQ602_007274","BBA_00365","Dbl-like protein","RhoGEF domain-containing protein","KAF4581137.1","XP_008593684.1",0,1294,0,1352
"GQ602_007275","BBA_00364","sucrose transport protein","sucrose transporter","KAF4581138.1","XP_008593683.1",1.35e-104,316,1.56e-104,316
"GQ602_007278","BBA_00362","transcription factor Zn, C2H2","hypothetical protein BBA_00362","KAF4581141.1","XP_008593681.1",1.3e-55,179,3.1e-57,183
"GQ602_007284","BBA_00353","proliferating cell nuclear antigen","proliferating cell nuclear antigen","KAF4581147.1","XP_008593672.1",0,723,0,660
"GQ602_007285","BBA_00352","proliferating cell nuclear antigen","proliferating cell nuclear antigen","KAF4581148.1","XP_008593671.1",3.99e-177,489,2.26e-177,489
"GQ602_007286","BBA_00351","pyridoxal kinase","pyridoxal kinase","KAF4581149.1","XP_008593670.1",2.97e-163,458,1.45e-160,451
"GQ602_007287","BBA_00350","dUTP diphosphatase","dUTP diphosphatase","KAF4581150.1","XP_008593669.1",3.68e-87,252,9.73e-79,230
"GQ602_007289","BBA_00348","hypothetical protein GQ602_007289","hypothetical protein BBA_00348","KAF4581152.1","XP_008593667.1",9.12e-87,263,2.13e-85,259
"GQ602_007290","BBA_00347","KH domain RNA binding protein","KH domain-containing protein","KAF4581153.1","XP_008593666.1",0,671,0,687
"GQ602_007293","BBA_00170","kinase domain containing protein","serine/threonine-protein kinase cbk1","KAF4581156.1","XP_008593489.1",0,599,0,587
"GQ602_007294","BBA_00169","FK506-binding protein 4","FKBP-type peptidyl-prolyl cis-trans isomerase","KAF4581157.1","XP_008593488.1",8.23e-148,429,6.38e-168,480
"GQ602_007295","BBA_00141","sphingomyelinase family","hypothetical protein BBA_00141","KAF4581158.1","XP_008593460.1",0,791,0,749
"GQ602_007297","BBA_00168","THO complex, subunit 5","fms interacting protein","KAF4581160.1","XP_008593487.1",3.41e-104,298,2.41e-104,298
"GQ602_007298","BBA_00167","hemolysin-III family protein","hemolysin-III family protein","KAF4581161.1","XP_008593486.1",0,747,0,726
"GQ602_007299","BBA_00166","Rab-GAP/TBC domain protein","TBC domain-containing protein","KAF4581162.1","XP_008593485.1",0,580,0,597
"GQ602_007300","BBA_00165","sulfate permease","sulfate permease","KAF4581163.1","XP_008593484.1",0,959,0,963
"GQ602_007301","BBA_00164","wlm domain-containing protein","WLM domain-containing protein","KAF4581164.1","XP_008593483.1",1.2e-110,333,3.26e-116,347
"GQ602_007302","BBA_00163","hypothetical protein GQ602_007302","hypothetical protein BBA_00163","KAF4581165.1","XP_008593482.1",1.6e-37,130,6.13e-41,139
"GQ602_007304","BBA_00161","RhoGAP domain-containing protein","RhoGAP domain-containing protein","KAF4581167.1","XP_008593480.1",0,1159,0,1150
"GQ602_007309","BBA_00158","Thioredoxin","thioredoxin-like protein","KAF4581172.1","XP_008593477.1",1.14e-122,353,2.31e-122,352
"GQ602_007310","BBA_00157","putative SIS1 Heat shock protein","DnaJ domain-containing protein","KAF4581173.1","XP_008593476.1",7.29e-113,322,5.08e-113,322
"GQ602_007311","BBA_00156","Small nuclear ribonucleoprotein-associated protein B","LSM domain-containing protein","KAF4581174.1","XP_008593475.1",2.9e-64,196,3.24e-66,201
"GQ602_007312","BBA_00155","60S ribosomal protein L11","60S ribosomal protein L11","KAF4581175.1","XP_008593474.1",8.46e-123,342,6.05e-123,342
"GQ602_007313","BBA_02227","ATP synthase alpha chain precursor","hypothetical protein BBA_02227","KAF4581176.1","XP_008595546.1",1.15e-09,55.8,9.66e-11,58.9
"GQ602_007314","BBA_00154","ATP synthase subunit alpha, mitochondrial","ATP synthase alpha chain","KAF4581177.1","XP_008593473.1",0,984,0,984
"GQ602_007315","BBA_00152","hypothetical protein GQ602_007315","hypothetical protein BBA_00152","KAF4581178.1","XP_008593471.1",6.15e-123,369,7.32e-135,399
"GQ602_007316","BBA_00153","ATP-dependent (S)-NAD(P)H-hydrate dehydratase","carbohydrate kinase","KAF4581179.1","XP_008593472.1",2.2e-161,453,1.65e-162,456
"GQ602_007317","BBA_02084","pumilio domain-containing protein","CPL domain-containing protein","KAF4581180.1","XP_008595403.1",0,871,0,870
"GQ602_007318","BBA_02083","hypothetical protein GQ602_007318","hypothetical protein BBA_02083","KAF4581181.1","XP_008595402.1",1.68e-22,95.1,3.19e-19,85.9
"GQ602_007319","BBA_02082","RNA polymerase Rpb4 family protein","RNA polymerase Rpb4","KAF4581182.1","XP_008595401.1",4.23e-90,256,2.92e-90,256
"GQ602_007320","BBA_02081","cis-Golgi transport protein particle complex subunit","sybindin-like family protein","KAF4581183.1","XP_008595400.1",2.26e-94,269,1.52e-94,269
"GQ602_007321","BBA_02080","26S proteasome regulatory subunit S5A, multiubiquitin chain binding protein","26S proteasome non-ATPase regulatory subunit 4","KAF4581184.1","XP_008595399.1",2.01e-141,398,1.73e-158,441
"GQ602_007322","BBA_02079","Borealin-like protein","hypothetical protein BBA_02079","KAF4581185.1","XP_008595398.1",6.88e-85,260,6.14e-82,252
"GQ602_007323","BBA_02078","Density-regulated protein DRP1","density-regulated protein DRP1","KAF4581186.1","XP_008595397.1",2.95e-107,304,1.56e-102,292
"GQ602_007324","BBA_02077","Methyltransferase type 11","methyltransferase domain-containing protein","KAF4581187.1","XP_008595396.1",0,927,0,931
"GQ602_007325","BBA_02076","Prohibitin-2","SPFH domain/Band 7 family protein","KAF4581188.1","XP_008595395.1",0,501,0,501
"GQ602_007326","BBA_02075","putative ubiquitin-like protein ubl1","ubiquitin family protein","KAF4581189.1","XP_008595394.1",2.16e-43,134,1.49e-43,134
"GQ602_007327","BBA_02074","RNA polymerase II transcription factor SIII, subunit A","RNA polymerase II transcription factor SIII subunit A","KAF4581190.1","XP_008595393.1",5.8e-88,271,3.75e-87,269
"GQ602_007329","BBA_02104","transcription initiation factor iif","transcription initiation factor IIF","KAF4581192.1","XP_008595423.1",5.42e-177,508,3.74e-177,508
"GQ602_007332","BBA_01958","nucleotide-sugar transporter","solute carrier family 35 member C2","KAF4581195.1","XP_008595277.1",0,633,0,608
"GQ602_007333","BBA_01959","RNP domain protein","RNA recognition domain-containing protein","KAF4581196.1","XP_008595278.1",4.27e-78,244,3.38e-81,252
"GQ602_007334","BBA_02072","6-phosphogluconate dehydrogenase","6-phosphogluconate dehydrogenase","KAF4581197.1","XP_008595391.1",0,879,0,880
"GQ602_007335","BBA_01960","SWI/SNF and RSC complex subunit Ssr4","SWI/SNF and RSC complex subunit Ssr4","KAF4581198.1","XP_008595279.1",0,683,0,664
"GQ602_007337","BBA_01965","Molybdenum cofactor sulfurase","MOSC N-terminal beta barrel domain-containing protein","KAF4581200.1","XP_008595284.1",0,940,0,940
"GQ602_007339","BBA_00185","arsenite resistance protein Ars2","arsenite resistance protein Ars2","KAF4581202.1","XP_008593504.1",0,961,0,944
"GQ602_007341","BBA_01584","conidiation-specific expression protein","hypothetical protein BBA_01584","KAF4581204.1","XP_008594903.1",1.32e-17,67.8,9.31e-18,67.8
"GQ602_007342","BBA_07913","phenylalanyl-tRNA synthetase alpha chain","tRNA synthetase class II core domain-containing protein","KAF4581205.1","XP_008601232.1",0,897,0,877
"GQ602_007343","BBA_07912","DUF1746-domain-containing protein","hypothetical protein BBA_07912","KAF4581206.1","XP_008601231.1",3.04e-87,266,3.15e-86,263
"GQ602_007344","BBA_07911","RNA-3\\'-phosphate cyclase family protein","18S rRNA biogenesis protein RCL1","KAF4581207.1","XP_008601230.1",0,569,0,571
"GQ602_007345","BBA_07910","pentatricopeptide repeat containing protein","pentatricopeptide repeat domain-containing protein","KAF4581208.1","XP_008601229.1",0,664,0,649
"GQ602_007346","BBA_07909","Bromodomain associated domain protein","bromodomain associated domain-containing protein","KAF4581209.1","XP_008601228.1",1.37e-38,134,1.27e-33,120
"GQ602_007347","BBA_07908","dipeptidyl peptidase","dipeptidyl peptidase","KAF4581210.1","XP_008601227.1",0,882,0,882
"GQ602_007350","BBA_00148","homeobox transcription factor","homeobox domain-containing protein","KAF4581213.1","XP_008593467.1",2.6e-146,430,8.72e-146,428
"GQ602_007351","BBA_00149","NAD kinase associated with ferric reductase","ATP-NAD kinase","KAF4581214.1","XP_008593468.1",0,705,0,722
"GQ602_007352","BBA_00150","ribosomal protein S5 domain 2-type fold domain containing protein","exosome complex subunit Rrp46","KAF4581215.1","XP_008593469.1",5.53e-87,258,3.84e-80,240
"GQ602_007353","BBA_00151","Serine/threonine-protein phosphatase 2A activator 2","phosphotyrosyl phosphate activator protein","KAF4581216.1","XP_008593470.1",0,568,0,546
"GQ602_007354","BBA_06616","NAD(P)-binding domain protein","short chain dehydrogenase","KAF4581217.1","XP_008599935.1",7.06e-118,337,3.9e-128,362
"GQ602_007356","BBA_02085","Ubiquitin-conjugating enzyme/RWD-like protein","RWD domain protein (Gir2)","KAF4581219.1","XP_008595404.1",1.35e-69,211,9.77e-86,252
"GQ602_007357","BBA_02086","tetratricopeptide repeat protein","TPR domain-containing protein","KAF4581220.1","XP_008595405.1",5.43e-167,470,3.22e-169,475
"GQ602_007358","BBA_02087","riboflavin synthase alpha chain","riboflavin synthase","KAF4581221.1","XP_008595406.1",1.79e-116,330,1.27e-116,330
"GQ602_007359","BBA_02088","Crossover junction endonuclease MUS81","crossover junction endonuclease MUS81","KAF4581222.1","XP_008595407.1",0,788,0,776
"GQ602_007360","BBA_02071","N-acetylglucosamine-phosphate mutase","phosphoglucomutase/phosphomannomutase","KAF4581223.1","XP_008595390.1",0,941,0,922
"GQ602_007361","BBA_02089","Protein arginine N-methyltransferase 1","protein arginine N-methyltransferase","KAF4581224.1","XP_008595408.1",0,600,0,600
"GQ602_007362","BBA_02090","Ribosome biogenesis protein nsa2","ribosomal large subunit","KAF4581225.1","XP_008595409.1",3.4e-177,486,2.37e-177,486
"GQ602_007363","BBA_02091","YmL49-like protein","ribosomal protein YmL49, mitochondrial","KAF4581226.1","XP_008595410.1",1.87e-75,224,2.42e-73,218
"GQ602_007364","BBA_02092","TTK protein kinase","serine/threonine-protein kinase MPS1","KAF4581227.1","XP_008595411.1",0,708,0,697
"GQ602_007365","BBA_02098","Mn2+ homeostasis protein Per1","Mn2+ homeostasis protein Per1","KAF4581228.1","XP_008595417.1",2.16e-161,452,2.71e-164,459
"GQ602_007367","BBA_02101","delta 1-pyrroline-5-carboxylate dehydrogenase","1-pyrroline-5-carboxylate dehydrogenase","KAF4581230.1","XP_008595420.1",0,853,0,853
"GQ602_007368","BBA_02102","Alkaline phosphatase D-related protein","transcription factor btf3","KAF4581231.1","XP_008595421.1",0,964,0,952
